,PlayerA_name,PlayerB_name,Year,Day,PlayerA_id,PlayerB_id,Win%_diff,height_diff,age_diff,rank_diff,rank_points_diff,ace_diff,df_diff,svpt_diff,1stIn_diff,1stWon_diff,2ndWon_diff,SvGms_diff,bpSaved_diff,bpFaced_diff,minutes_diff,bestof_diff,hand_L_diff,hand_R_diff,best_of,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,draw_size_4.0,draw_size_8.0,draw_size_9.0,draw_size_10.0,draw_size_16.0,draw_size_28.0,draw_size_32.0,draw_size_48.0,draw_size_56.0,draw_size_64.0,draw_size_96.0,draw_size_128.0,tourney_level_A,tourney_level_D,tourney_level_F,tourney_level_G,tourney_level_M,round_BR,round_F,round_QF,round_R128,round_R16,round_R32,round_R64,round_RR,round_SF,PlayerA Win
6706,RAFAEL NADAL,DAVID FERRER,2012,177,104745.000000,103970.000000,0.000000,1.398175,-1.119944,0.015451,1.113793,-0.134999,-0.939183,-0.378446,0.407912,0.431735,-0.762016,-0.140338,-0.232858,-0.518593,0.728808,0.126944,1.000000,-1.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
6707,RAFAEL NADAL,NOVAK DJOKOVIC,2012,177,104745.000000,104925.000000,0.000000,-0.435905,0.390170,0.556086,-2.972165,-0.643974,-1.017436,-0.405085,0.393893,0.159508,-1.030271,-0.273398,0.203754,0.139617,0.408166,0.038028,1.000000,-1.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6708,GILLES SIMON,JANKO TIPSAREVIC,2012,301,104468.000000,104386.000000,0.000000,0.484074,-0.074346,0.523411,-0.214560,-0.383809,-0.277926,0.697646,0.468758,0.338713,0.624233,0.586529,1.711520,1.146187,-0.041799,-0.084366,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6709,JEREMY CHARDY,STANISLAS WAWRINKA,2012,301,104871.000000,104527.000000,0.000000,0.737339,-0.678391,1.170400,-0.108242,0.098665,2.122223,0.925207,1.074500,0.883940,-1.120301,-1.125796,2.575970,1.628335,-1.233786,-0.492922,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6710,MILOS RAONIC,VIKTOR TROICKI,2012,301,105683.000000,104678.000000,0.000000,0.516566,-1.394365,-1.386906,0.192445,2.843505,1.098872,1.956460,1.711492,2.897687,1.582434,2.699938,-0.883903,-1.637322,1.219711,-0.100717,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6711,STANISLAS WAWRINKA,ANDY MURRAY,2012,301,104527.000000,104918.000000,0.000000,-1.023095,0.811021,0.957437,-2.100824,-0.187609,-0.415825,0.080419,0.303459,0.057356,-0.058161,-0.116301,-0.240781,-0.144811,-0.277278,-0.116541,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6712,MILOS RAONIC,JANKO TIPSAREVIC,2012,301,105683.000000,104386.000000,0.000000,2.350646,-1.696387,1.100011,-0.937471,2.589863,0.613134,1.021512,1.400384,2.239449,-0.324379,1.565204,0.322526,-0.435644,0.101359,-0.355031,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6713,KEI NISHIKORI,TOMAS BERDYCH,2012,301,105453.000000,104607.000000,0.000000,-2.619588,-1.099242,1.641152,-2.034603,-1.848724,0.343207,-0.608266,0.071184,-0.861861,-1.174639,-0.904144,1.404899,1.756832,0.199437,-0.002938,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6714,MILOS RAONIC,ANDY MURRAY,2012,301,105683.000000,104918.000000,0.000000,0.939815,-0.790319,1.748772,-3.919193,2.116224,0.584792,0.383692,0.962811,1.612590,-0.785008,0.895083,-0.827357,-1.052267,-0.212123,-0.434679,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6715,MILOS RAONIC,KEI NISHIKORI,2012,301,105683.000000,105453.000000,0.000000,2.619588,-0.410872,-0.668010,0.393943,3.983995,0.021469,1.417546,1.226208,2.640888,0.827424,2.088998,-1.489795,-2.240355,0.065334,-0.322720,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6716,RICHARD GASQUET,MIKHAIL YOUZHNY,2012,322,104755.000000,104022.000000,0.000000,0.269510,-1.119944,-1.063032,0.235763,0.101445,0.005925,-0.846129,-0.468754,-0.441165,-0.675780,-0.727444,-0.598780,-0.469844,-0.867991,0.029578,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6717,RICHARD GASQUET,JUAN MARTIN DEL POTRO,2012,322,104755.000000,105223.000000,0.000000,-1.946664,0.502097,0.091157,-0.098504,-0.629202,-0.197163,-0.801066,-0.818726,-0.930146,-0.376689,-0.635686,-0.552995,-0.107047,-1.017438,-0.196872,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6718,ROGER FEDERER,JUAN MARTIN DEL POTRO,2012,322,103819.000000,105223.000000,0.000000,-1.946664,2.012212,-1.206366,5.465475,0.328794,-0.640900,-0.105392,-0.292963,0.182975,0.652617,0.480488,-1.008108,-1.105906,-0.621946,0.010568,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6719,MIKHAIL YOUZHNY,JULIEN BENNETEAU,2012,235,104022.000000,103898.000000,0.000000,-0.269510,-0.355667,-0.779935,0.163666,-0.410467,-2.200789,-0.240045,-1.464279,-1.064029,1.649201,-0.371133,-0.101663,-0.272554,-0.487457,-0.167212,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6720,NICOLAS ALMAGRO,VIKTOR TROICKI,2012,235,104597.000000,104678.000000,0.000000,-1.442754,0.383269,-1.603920,0.322712,0.569505,0.071158,0.766433,0.196769,0.569209,1.563548,1.127904,-1.052954,-1.085497,0.425491,0.104012,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6721,ANDY MURRAY,STANISLAS WAWRINKA,2012,235,104918.000000,104527.000000,0.000000,1.023095,-0.508998,-1.930326,1.982760,0.203792,0.395985,-0.437230,-0.739072,-0.414932,0.015351,-0.240236,0.138649,0.013822,0.003008,0.070691,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6722,ROGER FEDERER,JULIEN BENNETEAU,2012,235,103819.000000,103898.000000,0.000000,-0.012656,0.053644,-2.904227,3.412469,0.601442,-2.555844,-0.410017,-1.383201,-0.405875,1.806960,0.153147,-1.122295,-1.614510,-0.839094,0.006403,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6723,ANDREAS SEPPI,JUAN MARTIN DEL POTRO,2012,235,104312.000000,105223.000000,0.000000,-1.241249,1.106143,1.604679,-0.500938,-0.713803,0.219247,3.182993,1.948908,1.542931,2.996060,2.917339,2.057680,2.217031,1.289638,-0.132365,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6724,MILOS RAONIC,JO WILFRIED TSONGA,2012,235,105683.000000,104542.000000,0.000000,1.112418,-1.591360,1.605439,-1.136550,1.194118,-0.465230,-0.124543,-0.029522,0.436362,-0.028964,-0.313619,-0.442062,-0.799228,-0.068781,-0.374303,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6725,JUAN MONACO,FELICIANO LOPEZ,2012,235,104338.000000,103852.000000,0.000000,-0.439495,-0.959712,-2.617585,0.952511,-1.668069,-1.186958,-0.130945,1.446224,0.516361,-2.269333,-0.048917,-0.243936,0.595820,0.828920,-0.088202,-1.000000,1.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6726,NOVAK DJOKOVIC,ANDY RODDICK,2012,235,104925.000000,104053.000000,0.000000,0.016246,-1.415067,-1.714578,3.188473,-1.965596,0.698988,0.384698,0.024972,-0.685489,0.757294,-0.091615,1.319387,1.332513,0.908309,0.121272,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6727,JANKO TIPSAREVIC,JOHN ISNER,2012,235,104386.000000,104545.000000,0.000000,-3.857815,0.220777,-0.774618,0.822887,-2.456033,0.308257,-2.442180,-3.379285,-3.431241,0.163918,-2.226551,-1.532002,-0.316832,-0.508011,0.029251,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6728,KEI NISHIKORI,DAVID FERRER,2012,235,105453.000000,103970.000000,0.000000,0.343156,-2.005311,1.857659,-2.381116,-0.808212,0.298105,-0.958111,-1.325508,-1.631437,-0.106814,-1.229263,1.323628,1.554526,0.042154,0.092632,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6729,JUAN MARTIN DEL POTRO,GILLES SIMON,2012,235,105223.000000,104468.000000,0.000000,2.228831,-1.106143,-0.090903,0.092913,0.779663,0.043719,-0.455163,0.553689,0.724170,-1.454775,-0.318462,-1.207627,-1.292434,0.054138,0.211132,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6730,FELICIANO LOPEZ,JO WILFRIED TSONGA,2012,235,103852.000000,104542.000000,0.000000,-0.016246,1.126845,2.146073,-1.287776,-0.679975,0.572175,-0.606226,-1.111948,-1.167152,0.682545,-1.047603,0.099794,-0.093760,-0.697830,-0.119778,1.000000,-1.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6731,JOHN ISNER,ROGER FEDERER,2012,235,104545.000000,103819.000000,0.000000,2.975399,-1.261735,0.633563,-2.633512,1.787756,0.571475,1.680904,2.151688,1.757692,-0.254991,0.984449,1.134386,0.802380,0.891898,-0.121819,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6732,KEI NISHIKORI,JUAN MARTIN DEL POTRO,2012,235,105453.000000,105223.000000,0.000000,-2.934246,-0.403971,0.523411,-0.315472,-1.830738,0.353285,-0.597588,-0.995926,-1.468924,0.118474,-0.768795,1.286686,1.623544,-0.153318,-0.060745,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6733,ANDY MURRAY,NICOLAS ALMAGRO,2012,235,104918.000000,104597.000000,0.000000,1.023095,-0.508998,-0.416550,1.369296,0.091619,0.511003,0.613895,0.136409,0.174876,0.687332,0.375332,1.279727,1.042149,0.845549,0.159329,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6734,NOVAK DJOKOVIC,JO WILFRIED TSONGA,2012,235,104925.000000,104542.000000,0.000000,0.016246,-0.508998,0.015451,1.116961,-1.556283,0.012214,-0.382633,-0.073888,-0.585730,-0.299054,-0.607540,0.253776,0.332518,0.271929,0.081283,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6735,ROGER FEDERER,JUAN MARTIN DEL POTRO,2012,235,103819.000000,105223.000000,0.000000,-1.846735,2.167803,-0.417309,2.313940,0.241685,-0.544792,0.090346,-0.070950,0.277084,0.602152,0.692773,-0.652279,-0.610780,-0.560704,-0.015500,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6736,NOVAK DJOKOVIC,ANDY MURRAY,2012,235,104925.000000,104918.000000,0.000000,-0.317680,-0.095048,-0.664719,3.455672,-0.660039,0.017078,-0.113694,0.849477,0.635687,-0.745575,0.033668,-0.815681,-0.901333,-0.069489,0.023563,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6737,ANDY MURRAY,ROGER FEDERER,2012,235,104918.000000,103819.000000,0.000000,0.740929,-1.717089,0.772846,-3.498472,-0.293505,0.751134,0.151359,-0.665368,-1.008932,0.373268,-0.446351,1.615121,1.847266,0.680808,-0.087813,0.000000,0.000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6738,JANKO TIPSAREVIC,FERNANDO VERDASCO,2012,294,104386.000000,104269.000000,0.000000,-1.189489,-0.227677,-1.064045,0.441888,0.333998,-1.646714,-0.257971,-1.581872,-1.145760,1.720501,-0.140399,-1.294696,-0.734096,0.201928,0.239994,-1.000000,1.000000,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6739,JANKO TIPSAREVIC,GILLES SIMON,2012,294,104386.000000,104468.000000,0.000000,-0.391326,-0.074346,-1.533531,1.099388,0.521124,0.173154,-0.754731,-0.304882,0.051544,-0.649906,-0.379660,-2.495445,-2.025568,0.000660,0.095788,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6740,GILLES SIMON,RICHARD GASQUET,2012,294,104468.000000,104755.000000,0.000000,-0.269510,0.515899,0.089637,0.119984,-0.102823,-0.013196,1.148329,0.128560,0.173325,1.823552,0.906056,1.459450,1.053988,1.002858,0.020020,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6741,GAEL MONFILS,VIKTOR TROICKI,2012,32,104792.000000,104678.000000,0.000000,0.064416,-0.206975,-0.197258,-0.129434,0.524727,1.208517,1.422948,1.215074,1.295715,0.798638,1.433414,-0.134559,-0.040645,0.766580,0.133713,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6742,RAFAEL NADAL,GAEL MONFILS,2012,32,104745.000000,104792.000000,0.000000,-1.193080,0.206975,-1.965279,4.660510,-1.298902,-1.662220,-0.617744,0.204153,0.231794,-0.261134,-0.144028,-0.705829,-1.243116,0.693132,0.141928,1.000000,-1.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6743,JO WILFRIED TSONGA,ROGER FEDERER,2012,32,104542.000000,103819.000000,0.000000,0.439495,-0.824822,0.773352,-2.970546,0.633177,0.918328,-0.051939,-0.129852,-0.174277,-0.400164,-0.189131,0.467316,0.685093,0.099015,-0.225687,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6744,JO WILFRIED TSONGA,GAEL MONFILS,2012,32,104542.000000,104792.000000,0.000000,-0.689169,0.685292,-0.632297,0.601814,0.782442,-0.474887,-0.274685,-0.364623,0.170479,0.415182,0.259790,-0.656510,-0.909258,-0.059452,-0.014604,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6745,KEI NISHIKORI,JUAN MONACO,2012,294,105453.000000,104338.000000,0.000000,-0.974926,-1.584460,0.198524,0.012456,-0.060828,0.768547,-0.262698,-1.012982,-0.432453,1.010479,-0.085717,0.462655,-0.160908,0.002903,0.205227,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6746,FERNANDO VERDASCO,NICOLAS ALMAGRO,2012,87,104269.000000,104597.000000,0.000000,0.721661,0.376368,2.076191,-0.579576,-0.890891,2.329456,0.334350,1.458528,0.658675,-1.529045,-0.019116,1.050049,1.168742,0.465746,-0.054905,1.000000,-1.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6747,STANISLAS WAWRINKA,FERNANDO VERDASCO,2012,87,104527.000000,104269.000000,0.000000,-0.721661,-0.376368,-0.238034,0.140165,0.613565,-2.324168,0.285164,-1.018161,-0.480060,2.026058,0.296968,-0.294202,-0.393590,0.274627,0.176263,-1.000000,1.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6748,DAVID FERRER,FERNANDO VERDASCO,2012,87,103970.000000,104269.000000,0.000000,-1.943074,0.664590,-1.821692,0.942121,-0.581459,-1.615435,-0.342700,-0.908198,-0.893758,0.713076,-0.334166,0.032229,0.095571,-0.267964,0.124803,-1.000000,1.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6749,MARIN CILIC,MARTIN KLIZAN,2012,321,105227.000000,105373.000000,0.399810,1.241249,0.403971,-1.279033,0.300528,0.917227,-5.602131,0.333254,0.051802,0.291870,2.108837,1.149188,-4.915030,-4.423621,5.310598,3.494721,-1.000000,1.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6750,JANKO TIPSAREVIC,GILLES SIMON,2012,321,104386.000000,104468.000000,0.000000,-0.391326,-0.074346,-1.533531,1.022632,0.535161,0.191918,-0.378301,-0.026376,0.342618,-0.400395,-0.303629,-1.606654,-1.528094,0.062346,0.045786,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6751,NICOLAS ALMAGRO,SAM QUERREY,2012,321,104597.000000,105023.000000,0.000000,-2.148169,0.685292,-0.738905,0.114595,-1.679149,-1.175989,-1.374568,-1.236637,-1.582511,-0.255140,-0.898504,-1.153160,-0.679031,-0.384303,0.084583,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6752,FERNANDO VERDASCO,MARIN CILIC,2012,321,104269.000000,105227.000000,0.000000,-1.523415,1.408166,0.630272,-0.111067,-0.485687,1.117075,-0.225406,1.620716,1.139719,-2.363096,-0.173442,0.118668,-0.093046,-0.101704,-0.193241,1.000000,-1.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6753,GILLES SIMON,MARCEL GRANOLLERS,2012,321,104468.000000,104719.000000,0.000000,-1.023095,0.220777,-1.102543,0.378016,0.704161,0.592203,3.122898,1.802772,2.172819,3.154831,3.013003,2.622326,1.344631,1.369918,0.280688,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6754,NICOLAS ALMAGRO,DAVID FERRER,2012,321,104597.000000,103970.000000,0.000000,1.237659,-1.261735,0.308170,-0.672807,1.205088,-0.453605,-0.562617,-1.045392,-0.454593,0.295725,-0.201791,-1.087023,-1.028948,-0.528805,-0.134941,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6755,MARCEL GRANOLLERS,ALEXANDR DOLGOPOLOV,2012,321,104719.000000,105238.000000,0.000000,1.471655,0.804120,-0.020262,0.109872,-0.966386,-1.314778,-1.699330,0.140839,-0.226942,-2.994982,-1.173632,-2.496384,-1.691810,0.161816,-0.034271,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6756,DAVID FERRER,ALEXANDR DOLGOPOLOV,2012,321,103970.000000,105238.000000,0.000000,-0.814410,2.167803,-1.281311,1.103659,-0.861212,-0.347427,0.543005,1.957974,1.414129,-1.219199,0.745147,-0.173808,-0.180607,0.872275,0.374978,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6757,STANISLAS WAWRINKA,KEI NISHIKORI,2012,80,104527.000000,105453.000000,0.000000,0.673492,1.591360,1.427177,-0.381368,1.518439,-1.014325,-0.065568,0.161147,0.296404,-0.466477,-0.304875,-1.266949,-1.249262,-0.287928,-0.274138,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6758,NICOLAS ALMAGRO,STANISLAS WAWRINKA,2012,80,104597.000000,104527.000000,0.000000,-0.031923,-0.213876,-1.171665,0.185233,0.220290,0.041154,-0.772103,-0.576713,-0.423568,-0.605041,-0.454407,-0.732145,-0.616465,-0.944305,-0.123575,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6759,DAVID FERRER,NICOLAS ALMAGRO,2012,80,103970.000000,104597.000000,0.000000,-1.237659,1.268636,-0.200043,0.518912,-1.390277,0.444291,0.027094,0.434974,-0.151279,-0.517313,-0.227476,0.879658,0.955574,0.241398,0.059457,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6760,MILOS RAONIC,NICOLAS ALMAGRO,2012,32,105683.000000,104597.000000,0.000000,1.927397,-1.387464,2.725965,-0.779983,0.137184,-0.576677,-0.968095,-0.454267,-0.152194,-1.758481,-1.300111,-0.492118,-0.205516,-0.427169,-0.328012,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6761,JANKO TIPSAREVIC,MILOS RAONIC,2012,32,104386.000000,105683.000000,0.000000,-2.350646,1.991510,-2.834091,0.902676,-0.941908,1.582169,0.700212,-0.181429,-0.590032,1.911919,0.671083,-0.471681,-0.254107,0.878661,0.548886,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6762,SAM QUERREY,FELICIANO LOPEZ,2012,259,105023.000000,103852.000000,0.000000,1.523415,-1.717089,0.130161,-0.103550,1.083129,0.059476,0.863767,1.018213,1.047330,-0.616989,0.707436,0.359468,0.601212,0.094839,-0.034767,-1.000000,1.000000,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6763,MARCEL GRANOLLERS,JO WILFRIED TSONGA,2012,259,104719.000000,104542.000000,0.000000,0.265920,-0.383269,1.605439,-0.999443,-2.211126,-0.991887,-2.718776,-2.225958,-2.857840,-2.038292,-3.053287,-1.358172,-0.339718,-0.970685,-0.321227,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6764,SAM QUERREY,ALEXANDR DOLGOPOLOV,2012,259,105023.000000,105238.000000,0.000000,2.652080,0.397070,1.860190,-0.494455,1.564851,0.522993,0.961740,1.723396,1.975126,-0.710295,1.070709,-0.218064,-0.547341,0.158240,0.172834,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6765,JO WILFRIED TSONGA,JOHN ISNER,2012,259,104542.000000,104545.000000,0.000000,-2.729151,-0.081246,-0.882491,1.593440,-1.211713,0.239032,-1.139287,-1.874580,-1.663849,0.612711,-0.731236,-0.193018,0.064195,-0.214875,0.027901,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6766,TOMAS BERDYCH,SAM QUERREY,2012,259,104607.000000,105023.000000,0.000000,-0.188849,0.685292,-1.821439,0.887693,-1.324878,-0.501910,-0.981583,-1.142258,-1.179261,0.112740,-0.764050,-0.500444,-0.293235,0.167341,0.129956,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6767,TOMAS BERDYCH,JOHN ISNER,2012,259,104607.000000,104545.000000,0.000000,-1.600487,-0.081246,-0.774365,1.205388,-2.057101,0.239112,-2.055143,-3.133216,-2.925414,0.606102,-1.856229,-0.517323,-0.095380,-0.537471,-0.013705,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6768,GILLES SIMON,MARCOS BAGHDATIS,2012,329,104468.000000,104571.000000,0.000000,-0.031923,0.376368,-0.845006,0.124404,-1.009822,-0.273091,0.038301,0.399313,-0.158146,-0.383772,-0.136185,1.030955,0.940183,0.117223,0.018805,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
6769,ANDREAS SEPPI,MARTIN KLIZAN,2012,329,104312.000000,105373.000000,0.000000,0.035514,1.879582,-0.303866,0.029363,0.181071,-6.137065,1.369974,1.396206,1.210451,2.185444,1.812282,-3.711305,-3.492438,0.636608,0.316177,-1.000000,1.000000,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
6770,MARCEL GRANOLLERS,MIKHAIL YOUZHNY,2012,329,104719.000000,104022.000000,0.000000,1.023095,-0.824822,0.129148,-0.078788,-0.721671,-0.581654,-2.638274,-2.108325,-2.384560,-1.843415,-2.719653,-1.663552,-0.703506,-1.152557,-0.266961,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
