,PlayerA_name,PlayerB_name,tourney_date,PlayerA_id,PlayerA_height,PlayerA_age,PlayerA_rank,PlayerA_rank_points,PlayerB_id,PlayerB_height,PlayerB_age,PlayerB_rank,PlayerB_rank_points,best_of,minutes,PlayerA_ace,PlayerA_df,PlayerA_svpt,PlayerA_1stIn,PlayerA_1stWon,PlayerA_2ndWon,PlayerA_SvGms,PlayerA_bpSaved,PlayerA_bpFaced,PlayerB_ace,PlayerB_df,PlayerB_svpt,PlayerB_1stIn,PlayerB_1stWon,PlayerB_2ndWon,PlayerB_SvGms,PlayerB_bpSaved,PlayerB_bpFaced,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,draw_size_4.0,draw_size_8.0,draw_size_9.0,draw_size_10.0,draw_size_12.0,draw_size_16.0,draw_size_28.0,draw_size_32.0,draw_size_48.0,draw_size_56.0,draw_size_64.0,draw_size_96.0,draw_size_128.0,tourney_level_A,tourney_level_D,tourney_level_F,tourney_level_G,tourney_level_M,PlayerA_hand_L,PlayerA_hand_R,PlayerB_hand_L,PlayerB_hand_R,round_BR,round_F,round_QF,round_R128,round_R16,round_R32,round_R64,round_RR,round_SF,PlayerA Win
17220,PETE SAMPRAS,CARLOS MOYA,19970113,101948,185,25,1,4865,102845,190,20,25,1401,5,86,12,2,83,62,53,10,13,1,2,2,3,84,57,35,8,13,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
17249,CARLOS MOYA,GREG RUSEDSKI,19970908,102845,190,21,5,2449,102257,193,24,11,2235,3,49,0,0,42,29,23,10,8,0,0,3,4,51,23,13,13,8,3,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
17251,FELIX MANTILLA,CARLOS MOYA,19970908,102456,180,23,14,1986,102845,190,21,5,2449,3,65,0,3,57,36,25,14,8,3,3,3,5,54,27,18,9,8,4,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
17254,MAGNUS LARSSON,TODD WOODBRIDGE,19971020,101723,193,28,30,1262,101889,178,27,29,1272,3,53,6,3,44,29,27,9,9,0,0,0,5,51,31,21,7,8,4,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
17263,THOMAS ENQVIST,ALBERTO BERASATEGUI,19971020,102358,190,24,16,1927,102238,173,24,24,1499,3,48,10,1,49,27,25,14,9,2,2,6,2,52,36,21,8,8,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
17268,PETE SAMPRAS,MAGNUS GUSTAFSSON,19971020,101948,185,26,1,4291,101320,185,31,32,1227,3,77,13,2,76,43,32,16,10,4,4,5,6,57,37,26,9,9,4,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
17269,RICHARD KRAJICEK,BORIS BECKER,19971020,101990,196,26,15,1999,101414,190,30,23,1506,3,91,14,4,83,49,38,18,11,7,8,5,5,66,29,26,20,11,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
17270,MAGNUS LARSSON,ALEX CORRETJA,19971020,101723,193,28,30,1262,102374,180,24,11,2251,3,89,9,5,69,37,30,16,10,6,7,6,0,73,38,28,16,10,4,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
17272,TIM HENMAN,GORAN IVANISEVIC,19971020,102450,185,23,19,1785,101964,193,26,4,2622,3,40,9,3,42,24,19,9,6,5,6,3,2,29,14,10,3,6,3,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
17279,PATRICK RAFTER,THOMAS ENQVIST,19971020,102158,185,25,3,2889,102358,190,24,16,1927,3,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
17280,YEVGENY KAFELNIKOV,ANDREI MEDVEDEV,19971020,102338,190,24,6,2480,102446,193,23,28,1295,3,84,6,7,71,33,25,15,12,1,5,11,15,92,57,36,12,12,13,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
17281,MARCELO RIOS,KAROL KUCERA,19971020,102701,175,22,10,2286,102344,188,24,26,1421,3,131,2,7,103,51,36,33,16,1,3,7,11,124,77,53,21,16,11,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
17282,PETR KORDA,CHRIS WOODRUFF,19971020,101434,190,30,17,1880,102162,188,25,31,1230,3,76,4,4,61,32,26,15,9,5,5,5,2,66,39,27,11,9,6,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
17283,CEDRIC PIOLINE,MICHAEL CHANG,19971020,101611,188,28,25,1429,102021,175,26,2,3385,3,124,3,9,86,49,33,14,14,3,9,5,4,93,45,29,21,15,6,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
17284,RICHARD KRAJICEK,PETE SAMPRAS,19971020,101990,196,26,15,1999,101948,185,26,1,4291,3,60,9,2,60,30,24,20,10,3,3,5,0,53,32,25,12,10,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
17286,JONAS BJORKMAN,TIM HENMAN,19971020,102035,183,26,13,2182,102450,185,23,19,1785,3,113,3,2,85,52,39,18,13,4,5,10,9,89,37,31,24,13,3,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
17290,MARCELO RIOS,YEVGENY KAFELNIKOV,19971020,102701,175,22,10,2286,102338,190,24,6,2480,3,88,5,4,75,40,31,18,11,1,3,3,4,73,31,18,25,10,5,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
17291,PETR KORDA,CEDRIC PIOLINE,19971020,101434,190,30,17,1880,101611,188,28,25,1429,3,37,4,3,23,13,11,6,5,1,2,3,3,30,15,11,4,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
17292,RICHARD KRAJICEK,MAGNUS LARSSON,19971020,101990,196,26,15,1999,101723,193,28,30,1262,3,54,6,3,51,28,23,15,10,1,2,2,5,52,32,20,9,10,2,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
17295,PETR KORDA,MARCELO RIOS,19971020,101434,190,30,17,1880,102701,175,22,10,2286,3,71,7,3,56,27,24,14,10,1,2,1,6,69,34,20,18,9,6,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
17296,RICHARD KRAJICEK,JONAS BJORKMAN,19971020,101990,196,26,15,1999,102035,183,26,13,2182,3,88,21,3,76,47,43,14,14,4,5,2,5,77,43,31,23,14,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
17297,PETR KORDA,PATRICK RAFTER,19971020,101434,190,30,17,1880,102158,185,25,3,2889,3,90,6,7,73,40,32,17,11,4,5,9,5,77,42,31,19,11,6,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
17298,PETR KORDA,RICHARD KRAJICEK,19971020,101434,190,30,17,1880,101990,196,26,15,1999,5,97,2,2,86,50,39,27,15,0,0,15,3,82,57,45,12,15,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
17391,YEVGENY KAFELNIKOV,PETR KORDA,19971103,102338,190,24,11,2356,101434,190,30,15,2145,3,92,9,5,67,39,32,17,11,3,4,4,5,86,39,28,23,11,10,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
17393,CEDRIC PIOLINE,JIM COURIER,19970217,101611,188,28,27,1205,101793,185,27,16,1633,3,59,2,3,36,26,23,6,7,1,1,4,2,43,22,12,5,7,1,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
17394,MARC ROSSET,ANDREI MEDVEDEV,19970217,101820,201,26,23,1434,102446,193,22,29,1204,3,83,5,5,65,35,27,14,10,2,4,4,4,61,38,24,8,10,4,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
17422,MARC ROSSET,TIM HENMAN,19970217,101820,201,26,23,1434,102450,185,22,19,1536,5,130,16,8,95,50,45,20,15,6,7,7,7,103,40,30,26,15,3,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
17502,GREG RUSEDSKI,MARK PHILIPPOUSSIS,19970623,102257,193,24,27,1222,102882,196,21,13,1845,5,121,26,3,127,77,71,33,17,0,0,14,13,147,79,65,29,16,8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
17521,PETR KORDA,MARC ROSSET,19970623,101434,190,29,24,1424,101820,201,27,26,1279,5,95,8,7,102,65,53,20,14,5,6,4,13,107,52,39,14,13,6,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
17525,BORIS BECKER,THOMAS JOHANSSON,19970623,101414,190,30,18,1692,102563,180,22,32,1144,5,97,6,6,99,59,48,19,14,3,4,5,8,84,43,33,14,13,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
17551,PETR KORDA,ALEX OBRIEN,19970623,101434,190,29,24,1424,101711,185,27,31,1165,5,207,12,12,183,100,76,36,25,7,11,9,5,192,137,88,25,25,14,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
17554,YEVGENY KAFELNIKOV,JASON STOLTENBERG,19970623,102338,190,23,6,2348,101727,185,27,30,1180,5,149,9,12,168,93,67,36,21,8,12,8,4,133,88,64,20,19,6,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
17566,PETE SAMPRAS,PETR KORDA,19970623,101948,185,26,1,4743,101434,190,29,24,1424,5,203,27,4,188,136,116,32,27,3,3,13,10,212,113,85,53,26,8,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
17567,BORIS BECKER,MARCELO RIOS,19970623,101414,190,30,18,1692,102701,175,21,10,2092,5,102,15,5,102,69,60,13,14,1,3,4,2,102,56,34,23,14,5,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
17571,TIM HENMAN,RICHARD KRAJICEK,19970623,102450,185,23,20,1580,101990,196,26,5,2648,5,174,8,2,158,96,79,41,23,5,6,22,3,169,102,90,37,23,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
17574,PETE SAMPRAS,BORIS BECKER,19970623,101948,185,26,1,4743,101414,190,30,18,1692,5,126,17,4,131,90,82,21,19,4,4,6,2,109,70,52,17,17,4,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
17584,MAGNUS NORMAN,CHRIS WOODRUFF,19971027,102796,188,21,22,1522,102162,188,25,31,1234,3,78,11,9,74,35,31,18,11,1,2,6,4,68,43,33,11,11,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
17591,FABRICE SANTORO,MAGNUS LARSSON,19971027,102148,178,25,29,1289,101723,193,28,27,1357,3,105,6,2,85,40,26,22,14,4,9,6,4,94,62,43,17,14,4,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
17599,ALEX CORRETJA,TIM HENMAN,19971027,102374,180,24,15,2251,102450,185,23,18,1858,3,84,4,0,66,39,30,17,11,5,6,3,3,58,32,20,13,10,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
17600,THOMAS MUSTER,MAGNUS NORMAN,19971027,101404,180,30,12,2311,102796,188,21,22,1522,3,87,9,0,73,42,31,19,11,3,4,16,3,77,39,32,17,10,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
17605,TODD WOODBRIDGE,CARLOS MOYA,19971027,101889,178,27,30,1258,102845,190,21,7,2451,3,92,4,2,84,55,42,11,10,4,5,4,3,79,40,24,20,10,5,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
17607,RICHARD KRAJICEK,FABRICE SANTORO,19971027,101990,196,26,11,2316,102148,178,25,29,1289,3,63,12,2,54,30,28,15,10,0,0,2,0,50,20,14,17,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
17608,PATRICK RAFTER,CEDRIC PIOLINE,19971027,102158,185,25,3,3017,101611,188,28,23,1505,3,131,14,5,117,74,54,22,16,4,5,4,8,90,44,36,26,15,3,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
17613,PETE SAMPRAS,PETR KORDA,19971027,101948,185,26,1,3998,101434,190,30,8,2369,3,130,12,1,106,69,54,20,16,8,9,9,3,115,65,49,25,16,11,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
17614,THOMAS MUSTER,ALEX CORRETJA,19971027,101404,180,30,12,2311,102374,180,24,15,2251,3,88,4,1,66,34,30,16,11,1,2,5,0,59,38,30,8,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
17617,JONAS BJORKMAN,TODD WOODBRIDGE,19971027,102035,183,26,10,2343,101889,178,27,30,1258,3,104,8,1,71,44,36,10,12,1,4,5,3,91,54,34,18,12,6,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
17618,RICHARD KRAJICEK,PATRICK RAFTER,19971027,101990,196,26,11,2316,102158,185,25,3,3017,3,65,11,0,46,30,27,13,10,0,0,1,1,66,40,26,14,10,6,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
17621,PETE SAMPRAS,THOMAS MUSTER,19971027,101948,185,26,1,3998,101404,180,30,12,2311,3,86,10,0,69,50,39,12,13,1,2,6,2,76,41,25,20,12,8,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
17622,YEVGENY KAFELNIKOV,GREG RUSEDSKI,19971027,102338,190,24,6,2480,102257,193,24,5,2513,3,85,9,5,87,46,40,19,14,2,3,23,2,79,49,37,18,14,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
17623,JONAS BJORKMAN,RICHARD KRAJICEK,19971027,102035,183,26,10,2343,101990,196,26,11,2316,3,43,0,3,36,27,21,3,6,3,3,11,1,51,32,24,8,6,8,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
17625,PETE SAMPRAS,YEVGENY KAFELNIKOV,19971027,101948,185,26,1,3998,102338,190,24,6,2480,3,79,11,5,64,37,30,11,10,2,4,5,3,69,42,24,14,11,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
17626,JONAS BJORKMAN,THOMAS ENQVIST,19971027,102035,183,26,10,2343,102358,190,24,17,1923,3,105,9,2,106,62,40,26,12,11,12,2,2,72,35,24,23,12,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
17627,PETE SAMPRAS,JONAS BJORKMAN,19971027,101948,185,26,1,3998,102035,183,26,10,2343,5,133,11,3,120,78,57,22,18,10,12,5,7,103,51,37,22,17,6,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
17656,CARLOS MOYA,MAGNUS NORMAN,19970728,102845,190,21,10,2133,102796,188,21,29,1317,3,73,2,0,65,39,27,15,9,8,9,4,3,54,25,18,13,10,2,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
17736,PATRICK RAFTER,JIM COURIER,19970609,102158,185,24,17,1707,101793,185,27,28,1220,3,114,9,0,70,45,37,17,14,2,3,3,8,95,53,36,20,14,6,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
17738,JONAS BJORKMAN,PETE SAMPRAS,19970609,102035,183,25,24,1339,101948,185,26,1,4699,3,93,8,9,93,44,31,28,14,7,9,16,8,80,47,37,17,14,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
17742,MARK PHILIPPOUSSIS,JONAS BJORKMAN,19970609,102882,196,21,19,1579,102035,183,25,24,1339,3,104,13,6,98,53,39,22,14,9,12,7,5,93,56,42,15,14,5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
17744,MARK PHILIPPOUSSIS,GORAN IVANISEVIC,19970609,102882,196,21,19,1579,101964,193,26,3,2803,3,53,15,7,56,30,29,15,11,0,0,12,3,52,28,22,14,10,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
17769,GUSTAVO KUERTEN,ALBERTO BERASATEGUI,19970609,102856,190,21,15,1763,102238,173,24,14,1803,3,125,10,5,112,66,42,22,17,4,9,1,4,123,92,49,15,16,6,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
17775,FELIX MANTILLA,GUSTAVO KUERTEN,19970609,102456,180,23,16,1743,102856,190,21,15,1763,3,89,2,1,85,56,40,18,13,10,11,6,1,62,32,26,13,12,2,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
17804,CARLOS MOYA,FRANCISCO CLAVET,19970414,102845,190,21,8,2186,101532,183,28,32,1222,3,86,1,2,62,41,26,14,10,4,6,1,2,70,45,26,9,10,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
17822,ALBERTO BERASATEGUI,FELIX MANTILLA,19970414,102238,173,24,19,1449,102456,180,23,13,1709,3,76,1,1,66,54,37,6,10,3,5,1,1,59,44,26,6,9,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
17828,ALBERT COSTA,CARLOS MOYA,19970414,102610,180,22,12,1857,102845,190,21,8,2186,3,102,1,5,82,59,29,14,12,4,9,1,3,82,62,31,7,12,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
17856,TODD MARTIN,RICHEY RENEBERG,19970210,101774,198,27,14,1840,101191,180,31,30,1202,3,62,12,1,51,33,26,12,9,3,3,0,3,55,30,14,16,8,2,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
17859,PETE SAMPRAS,TODD MARTIN,19970210,101948,185,26,1,5774,101774,198,27,14,1840,3,59,8,0,46,28,21,15,9,0,0,4,3,51,30,21,7,8,2,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
17951,PETR KORDA,THOMAS MUSTER,19970609,101434,190,29,27,1252,101404,180,30,4,2769,3,81,12,4,55,24,22,21,10,2,2,5,3,77,37,26,18,9,12,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
17952,YEVGENY KAFELNIKOV,BORIS BECKER,19970609,102338,190,23,6,2279,101414,190,30,13,1819,3,77,5,1,57,44,37,5,10,3,4,7,11,65,29,24,13,9,5,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
17954,YEVGENY KAFELNIKOV,PETR KORDA,19970609,102338,190,23,6,2279,101434,190,29,27,1252,3,142,7,6,115,72,59,25,18,1,2,28,12,131,67,54,34,18,8,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
17981,FELIX MANTILLA,ALBERTO BERASATEGUI,19970407,102456,180,23,14,1681,102238,173,24,19,1443,3,71,0,0,60,41,32,8,9,3,4,0,3,56,47,26,2,8,6,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
18015,FELIX MANTILLA,CARLOS MOYA,19970721,102456,180,23,14,1815,102845,190,21,10,2085,3,126,5,5,89,53,42,15,16,4,9,2,8,121,65,39,24,17,6,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
18016,FELIX MANTILLA,SERGI BRUGUERA,19970721,102456,180,23,14,1815,101843,188,27,7,2192,3,85,3,3,58,26,17,21,11,0,2,5,1,67,35,25,9,10,2,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
18205,FELIX MANTILLA,GUSTAVO KUERTEN,19970714,102456,180,23,14,1797,102856,190,21,12,1851,3,22,0,0,15,12,7,2,3,0,1,1,2,19,11,3,4,3,4,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
18206,SERGI BRUGUERA,WAYNE FERREIRA,19970714,101843,188,26,9,2139,101965,185,26,22,1524,3,95,4,1,79,48,33,16,14,1,5,7,1,72,42,31,17,14,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
18210,ALBERT COSTA,BORIS BECKER,19970714,102610,180,22,23,1518,101414,190,30,11,1884,3,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
18214,ALEX CORRETJA,ALBERTO BERASATEGUI,19970714,102374,180,23,6,2310,102238,173,24,17,1591,3,93,1,1,66,45,32,7,10,5,8,0,1,57,50,27,1,10,3,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
18215,ALBERT COSTA,YEVGENY KAFELNIKOV,19970714,102610,180,22,23,1518,102338,190,23,5,2390,3,75,1,0,54,40,25,9,10,1,3,3,6,75,33,24,16,10,4,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
18217,ALEX CORRETJA,ALBERT COSTA,19970714,102374,180,23,6,2310,102610,180,22,23,1518,3,81,3,1,58,37,29,12,10,3,3,0,1,64,50,30,10,10,6,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
18253,MARK PHILIPPOUSSIS,ALBERT COSTA,19970929,102882,196,21,21,1521,102610,180,22,19,1819,3,73,11,1,77,48,40,16,11,6,6,7,2,62,43,35,9,10,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
18254,KAROL KUCERA,GORAN IVANISEVIC,19970929,102344,188,24,32,1082,101964,193,26,8,2291,3,77,4,1,71,38,25,21,10,3,4,8,7,58,36,26,5,9,5,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
18268,TIM HENMAN,KAROL KUCERA,19970929,102450,185,23,20,1725,102344,188,24,32,1082,3,67,5,3,49,26,23,13,8,1,1,1,8,58,32,18,12,9,4,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
