,PlayerA_name,PlayerB_name,tourney_date,PlayerA_id,PlayerA_height,PlayerA_age,PlayerA_rank,PlayerA_rank_points,PlayerB_id,PlayerB_height,PlayerB_age,PlayerB_rank,PlayerB_rank_points,best_of,minutes,PlayerA_ace,PlayerA_df,PlayerA_svpt,PlayerA_1stIn,PlayerA_1stWon,PlayerA_2ndWon,PlayerA_SvGms,PlayerA_bpSaved,PlayerA_bpFaced,PlayerB_ace,PlayerB_df,PlayerB_svpt,PlayerB_1stIn,PlayerB_1stWon,PlayerB_2ndWon,PlayerB_SvGms,PlayerB_bpSaved,PlayerB_bpFaced,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,draw_size_4.0,draw_size_8.0,draw_size_9.0,draw_size_10.0,draw_size_12.0,draw_size_16.0,draw_size_28.0,draw_size_32.0,draw_size_48.0,draw_size_56.0,draw_size_64.0,draw_size_96.0,draw_size_128.0,tourney_level_A,tourney_level_D,tourney_level_F,tourney_level_G,tourney_level_M,PlayerA_hand_L,PlayerA_hand_R,PlayerB_hand_L,PlayerB_hand_R,round_BR,round_F,round_QF,round_R128,round_R16,round_R32,round_R64,round_RR,round_SF,PlayerA Win
80240,ALEXANDER ZVEREV,NOVAK DJOKOVIC,20170515,100644,198,20,17,2300,104925,188,30,2,6845,3,81,7,2,45,32,27,9,9,0,0,1,3,67,43,30,9,10,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
80241,ALEXANDER ZVEREV,JOHN ISNER,20170515,100644,198,20,17,2300,104545,206,32,24,1705,3,117,12,3,82,59,52,13,15,3,3,8,0,89,70,48,10,14,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
80242,NOVAK DJOKOVIC,DOMINIC THIEM,20170515,104925,188,30,2,6845,106233,185,24,7,4035,3,59,2,0,43,31,25,6,7,2,2,0,1,37,24,11,2,6,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
80243,ALEXANDER ZVEREV,MILOS RAONIC,20170515,100644,198,20,17,2300,105683,196,26,6,4180,3,89,4,1,61,47,35,8,10,2,4,4,6,65,35,23,12,9,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
80244,JOHN ISNER,MARIN CILIC,20170515,104545,206,32,24,1705,105227,198,29,8,3735,3,157,21,1,105,79,54,18,16,4,6,8,5,107,58,48,28,16,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
80245,DOMINIC THIEM,RAFAEL NADAL,20170515,106233,185,24,7,4035,104745,185,31,4,5195,3,111,2,2,67,41,28,15,9,6,7,1,0,70,53,29,9,10,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
80247,ALEXANDER ZVEREV,FABIO FOGNINI,20170515,100644,198,20,17,2300,104926,178,30,29,1270,3,78,0,1,54,31,23,15,9,1,2,1,6,61,33,25,8,9,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
80248,MILOS RAONIC,TOMAS BERDYCH,20170515,105683,196,26,6,4180,104607,196,32,13,2690,3,61,6,3,43,28,27,9,9,0,0,1,2,43,21,14,11,8,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
80249,JOHN ISNER,STANISLAS WAWRINKA,20170515,104545,206,32,24,1705,104527,183,32,3,5605,3,85,19,1,68,57,47,6,11,5,5,6,1,65,37,31,15,11,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
80250,MARIN CILIC,DAVID GOFFIN,20170515,105227,198,29,8,3735,105676,163,26,10,3055,3,85,7,1,56,30,23,17,10,3,4,3,5,66,34,22,15,9,8,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
80251,DOMINIC THIEM,SAM QUERREY,20170515,106233,185,24,7,4035,105023,198,30,28,1400,3,115,8,2,82,52,45,17,15,0,1,10,0,93,56,45,19,15,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
80252,RAFAEL NADAL,JACK SOCK,20170515,104745,185,31,4,5195,106058,185,25,14,2370,3,80,3,0,54,35,29,10,10,1,2,0,1,41,22,13,11,9,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
80254,NOVAK DJOKOVIC,ROBERTO BAUTISTA AGUT,20170515,104925,188,30,2,6845,105138,183,29,20,2110,3,101,6,1,62,44,32,9,10,1,2,1,1,64,45,27,9,10,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
80255,FABIO FOGNINI,ANDY MURRAY,20170515,104926,178,30,29,1270,104918,190,30,1,10360,3,93,3,3,55,35,26,11,9,4,5,3,1,67,32,23,13,9,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80263,DOMINIC THIEM,PABLO CUEVAS,20170515,106233,185,24,7,4035,104655,180,31,23,1840,3,103,3,2,65,34,26,20,11,2,4,2,5,82,53,35,13,11,7,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80267,KEI NISHIKORI,DAVID FERRER,20170515,105453,178,27,9,3470,103970,175,35,30,1230,3,81,3,1,57,43,29,8,10,1,3,5,2,56,31,19,11,10,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80269,ROBERTO BAUTISTA AGUT,PABLO CARRENO BUSTA,20170515,105138,183,29,20,2110,105807,188,26,21,2090,3,158,1,0,114,76,54,18,14,7,9,4,1,96,67,40,15,15,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80274,TOMAS BERDYCH,MISCHA ZVEREV,20170515,104607,196,32,13,2690,104999,190,30,32,1167,3,109,0,0,76,51,39,16,11,4,4,6,2,82,53,36,19,11,8,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
80279,JOHN ISNER,ALBERT RAMOS,20170515,104545,206,32,24,1705,105077,188,29,19,2145,3,127,32,3,93,71,61,13,16,0,0,6,1,94,71,54,14,15,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
80285,SAM QUERREY,LUCAS POUILLE,20170515,105023,198,30,28,1400,106298,185,23,16,2330,3,113,14,3,90,55,46,16,12,2,3,9,7,92,46,34,24,12,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
80292,PABLO CARRENO BUSTA,GILLES SIMON,20170515,105807,188,26,21,2090,104468,183,32,31,1210,3,74,3,1,45,34,23,7,9,3,5,2,1,54,26,15,12,9,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
80298,STANISLAS WAWRINKA,SAM QUERREY,20170522,104527,183,32,3,5445,105023,198,30,28,1470,3,109,8,4,86,47,38,20,15,3,5,6,2,84,44,32,20,15,2,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
80322,JO WILFRIED TSONGA,TOMAS BERDYCH,20170522,104542,188,32,13,2870,104607,196,32,14,2780,3,107,13,0,65,42,39,13,12,2,2,4,3,81,48,35,17,12,4,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
80323,TOMAS BERDYCH,MILOS RAONIC,20170522,104607,196,32,14,2780,105683,196,26,6,4360,3,112,9,0,86,54,42,18,12,3,4,17,3,73,45,37,15,12,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
80326,TOMAS BERDYCH,GILLES SIMON,20170522,104607,196,32,14,2780,104468,183,32,32,1175,3,76,4,1,52,29,22,15,8,5,5,0,1,51,21,12,15,8,3,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
80445,ANDY MURRAY,JUAN MARTIN DEL POTRO,20170529,104918,190,30,1,10370,105223,198,29,30,1325,5,173,5,3,102,58,40,27,0,7,9,6,4,108,66,43,14,0,11,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80449,STANISLAS WAWRINKA,FABIO FOGNINI,20170529,104527,183,32,3,5695,104926,178,30,29,1350,5,111,6,2,79,49,36,18,0,4,6,0,7,86,46,25,19,0,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80450,GAEL MONFILS,RICHARD GASQUET,20170529,104792,193,31,16,2365,104755,185,31,25,1605,5,144,4,3,92,65,50,15,0,0,2,2,3,114,72,47,25,0,9,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80454,PABLO CARRENO BUSTA,GRIGOR DIMITROV,20170529,105807,188,26,21,2045,105777,188,26,13,2900,5,138,0,3,97,62,43,21,0,6,8,14,5,103,55,38,21,0,6,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80457,DOMINIC THIEM,STEVE JOHNSON,20170529,106233,185,24,7,4145,105449,188,27,26,1565,5,123,10,4,80,54,47,17,0,3,4,5,1,118,72,47,17,0,11,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80459,ALBERT RAMOS,LUCAS POUILLE,20170529,105077,188,29,20,2065,106298,185,23,17,2320,5,221,2,6,151,94,59,34,0,11,15,6,9,156,89,62,27,0,11,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
80463,STANISLAS WAWRINKA,GAEL MONFILS,20170529,104527,183,32,3,5695,104792,193,31,16,2365,5,163,3,1,127,79,55,27,0,11,13,4,3,90,58,44,12,0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
80465,PABLO CARRENO BUSTA,MILOS RAONIC,20170529,105807,188,26,21,2045,105683,196,26,6,4450,5,257,10,0,206,153,101,27,0,12,18,25,7,176,124,90,21,0,10,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
80466,RAFAEL NADAL,ROBERTO BAUTISTA AGUT,20170529,104745,185,31,4,5375,105138,183,29,18,2155,5,110,4,2,68,42,29,19,0,3,4,0,1,76,58,30,6,0,11,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
80468,NOVAK DJOKOVIC,ALBERT RAMOS,20170529,104925,188,30,2,7445,105077,188,29,20,2065,5,147,3,0,99,61,44,18,0,5,8,3,2,99,64,34,16,0,3,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
80469,ANDY MURRAY,KEI NISHIKORI,20170529,104918,190,30,1,10370,105453,178,27,9,3650,5,159,3,6,111,69,51,18,0,4,9,1,2,89,50,31,18,0,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
80470,STANISLAS WAWRINKA,MARIN CILIC,20170529,104527,183,32,3,5695,105227,198,29,8,3765,5,100,3,2,77,48,31,23,0,2,3,5,6,68,33,19,15,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
80471,RAFAEL NADAL,PABLO CARRENO BUSTA,20170529,104745,185,31,4,5375,105807,188,26,21,2045,5,51,0,0,26,17,8,6,0,0,2,0,2,28,22,8,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
80472,DOMINIC THIEM,NOVAK DJOKOVIC,20170529,106233,185,24,7,4145,104925,188,30,2,7445,5,135,2,3,82,50,37,17,0,4,6,2,3,104,67,38,15,0,9,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
80473,STANISLAS WAWRINKA,ANDY MURRAY,20170529,104527,183,32,3,5695,104918,190,30,1,10370,5,274,6,3,166,99,65,41,0,7,12,1,5,173,100,66,34,0,5,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
80474,RAFAEL NADAL,DOMINIC THIEM,20170529,104745,185,31,4,5375,106233,185,24,7,4145,5,127,2,2,74,49,35,19,0,7,8,3,3,81,43,27,14,0,4,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
80475,RAFAEL NADAL,STANISLAS WAWRINKA,20170529,104745,185,31,4,5375,104527,183,32,3,5695,5,125,4,0,65,42,35,15,0,1,1,1,0,86,50,26,16,0,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
80476,GILLES MULLER,IVO KARLOVIC,20170612,104180,193,34,28,1425,103333,208,38,24,1730,3,92,22,1,65,49,46,12,12,0,0,19,2,78,51,39,19,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
80477,IVO KARLOVIC,MARIN CILIC,20170612,103333,208,38,24,1730,105227,198,29,7,4115,3,163,29,6,133,98,74,18,18,7,8,16,8,106,73,63,16,18,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
80478,GILLES MULLER,ALEXANDER ZVEREV,20170612,104180,193,34,28,1425,100644,198,20,10,3070,3,84,5,6,61,42,35,10,10,0,0,6,2,68,47,32,10,10,6,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
80530,ROGER FEDERER,ALEXANDER ZVEREV,20170619,103819,185,36,5,4765,100644,198,20,12,2860,3,53,4,0,42,28,26,7,8,1,1,5,0,49,36,19,5,8,4,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
80532,ALEXANDER ZVEREV,RICHARD GASQUET,20170619,100644,198,20,12,2860,104755,185,31,30,1335,3,113,11,3,78,51,42,13,14,1,3,3,4,94,58,42,17,15,4,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
80535,ALEXANDER ZVEREV,ROBERTO BAUTISTA AGUT,20170619,100644,198,20,12,2860,105138,183,29,19,2110,3,132,19,1,86,58,51,18,15,0,0,2,1,108,82,51,16,16,4,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
80537,ROGER FEDERER,MISCHA ZVEREV,20170619,103819,185,36,5,4765,104999,190,30,29,1371,3,90,5,0,66,35,29,21,11,0,0,4,4,81,44,33,18,11,3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
80557,RICHARD GASQUET,GAEL MONFILS,20170619,104755,185,31,30,1335,104792,193,31,16,2545,3,121,1,1,88,67,48,11,14,11,13,22,7,106,67,51,13,14,12,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80561,FELICIANO LOPEZ,MARIN CILIC,20170619,103852,188,36,32,1220,105227,198,29,7,4025,3,151,19,0,105,66,51,27,17,2,3,22,1,97,63,55,23,17,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
80562,MARIN CILIC,GILLES MULLER,20170619,105227,198,29,7,4025,104180,193,34,26,1585,3,136,20,5,78,47,43,18,16,1,2,22,3,107,69,51,17,15,11,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
80563,FELICIANO LOPEZ,GRIGOR DIMITROV,20170619,103852,188,36,32,1220,105777,188,26,11,2980,3,121,4,1,81,47,41,18,14,3,4,16,2,97,60,45,19,15,11,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
80564,GILLES MULLER,SAM QUERREY,20170619,104180,193,34,26,1585,105023,198,30,28,1425,3,81,12,0,72,51,36,17,11,2,2,12,0,56,38,34,9,11,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
80567,FELICIANO LOPEZ,TOMAS BERDYCH,20170619,103852,188,36,32,1220,104607,196,32,14,2570,3,147,18,2,114,74,67,17,18,1,1,24,1,106,71,60,20,18,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
80569,GILLES MULLER,JO WILFRIED TSONGA,20170619,104180,193,34,26,1585,104542,188,32,10,3040,3,69,9,0,54,35,30,13,10,3,3,6,0,45,27,23,10,10,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
80580,MARIN CILIC,JOHN ISNER,20170619,105227,198,29,7,4025,104545,206,32,21,1930,3,61,10,3,46,30,30,10,10,0,0,14,1,67,48,34,7,11,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80591,FELICIANO LOPEZ,STANISLAS WAWRINKA,20170619,103852,188,36,32,1220,104527,183,32,3,6175,3,90,16,2,70,48,42,15,12,2,2,16,2,80,49,43,14,12,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
80619,NOVAK DJOKOVIC,GAEL MONFILS,20170626,104925,188,30,4,5805,104792,193,31,16,2545,3,76,1,1,58,42,32,8,9,3,3,6,1,63,45,30,7,10,3,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
80621,GAEL MONFILS,RICHARD GASQUET,20170626,104792,193,31,16,2545,104755,185,31,27,1515,3,151,18,4,115,72,57,19,16,8,10,0,3,119,88,58,13,16,7,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
80624,RICHARD GASQUET,JOHN ISNER,20170626,104755,185,31,27,1515,104545,206,32,21,1930,3,54,4,0,47,31,24,10,8,0,0,5,0,51,36,21,6,9,3,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
80742,ANDY MURRAY,FABIO FOGNINI,20170703,104918,190,30,1,9390,104926,178,30,29,1430,5,159,15,7,118,76,56,21,0,7,10,3,7,102,63,42,16,0,2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80744,SAM QUERREY,JO WILFRIED TSONGA,20170703,105023,198,30,28,1495,104542,188,32,10,3075,5,178,22,5,141,78,69,30,0,5,8,12,6,157,99,79,31,0,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80748,ROBERTO BAUTISTA AGUT,KEI NISHIKORI,20170703,105138,183,29,19,2155,105453,178,28,9,3830,5,200,3,3,146,97,73,23,0,9,11,5,7,146,88,62,30,0,8,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80749,MARIN CILIC,STEVE JOHNSON,20170703,105227,198,29,6,4235,105449,188,28,31,1395,5,131,17,1,84,52,42,22,0,0,2,8,6,114,75,50,16,0,11,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
80750,MILOS RAONIC,ALBERT RAMOS,20170703,105683,196,27,7,4150,105077,188,29,22,1885,5,141,21,2,87,61,51,21,0,0,0,11,3,124,77,52,26,0,11,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
80753,ROGER FEDERER,MISCHA ZVEREV,20170703,103819,185,36,5,5265,104999,190,30,30,1396,5,109,13,1,88,53,44,25,0,1,2,6,4,102,63,45,20,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
80760,GILLES MULLER,RAFAEL NADAL,20170703,104180,193,34,26,1675,104745,185,31,2,7285,5,288,30,10,212,133,106,38,0,14,16,23,2,177,119,95,35,0,5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
80761,MARIN CILIC,ROBERTO BAUTISTA AGUT,20170703,105227,198,29,6,4235,105138,183,29,19,2155,5,100,9,0,78,43,34,20,0,5,6,0,3,67,52,27,3,0,2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
80762,MILOS RAONIC,ALEXANDER ZVEREV,20170703,105683,196,27,7,4150,100644,198,20,12,3070,5,203,23,6,175,124,94,24,0,14,17,17,7,135,90,72,19,0,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
80763,ROGER FEDERER,GRIGOR DIMITROV,20170703,103819,185,36,5,5265,105777,188,26,11,3070,5,97,8,0,75,52,39,17,0,2,3,7,7,91,57,37,15,0,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
80764,TOMAS BERDYCH,DOMINIC THIEM,20170703,104607,196,32,15,2570,106233,185,24,8,3895,5,172,15,2,141,105,87,18,0,4,5,11,6,132,74,60,34,0,10,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
80766,SAM QUERREY,ANDY MURRAY,20170703,105023,198,30,28,1495,104918,190,30,1,9390,5,161,27,2,116,74,62,23,0,4,7,8,2,132,82,60,20,0,4,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
80767,MARIN CILIC,GILLES MULLER,20170703,105227,198,29,6,4235,104180,193,34,26,1675,5,209,33,9,157,102,86,26,0,4,7,17,7,145,95,76,26,0,7,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
80768,ROGER FEDERER,MILOS RAONIC,20170703,103819,185,36,5,5265,105683,196,27,7,4150,5,117,11,2,89,61,55,15,0,5,5,11,0,96,70,50,11,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
80769,TOMAS BERDYCH,NOVAK DJOKOVIC,20170703,104607,196,32,15,2570,104925,188,30,4,6055,5,63,1,1,46,27,25,10,0,0,0,1,0,47,39,25,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
80770,MARIN CILIC,SAM QUERREY,20170703,105227,198,29,6,4235,105023,198,30,28,1495,5,176,25,1,120,78,69,28,0,1,3,13,3,151,97,72,26,0,10,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
80771,ROGER FEDERER,TOMAS BERDYCH,20170703,103819,185,36,5,5265,104607,196,32,15,2570,5,138,13,4,105,70,59,21,0,5,6,9,0,128,79,54,28,0,7,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
80772,ROGER FEDERER,MARIN CILIC,20170703,103819,185,36,5,5265,105227,198,29,6,4235,5,101,8,2,70,53,43,12,0,1,1,5,3,90,54,35,14,0,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
80856,JOHN ISNER,GILLES MULLER,20170724,104545,206,32,20,2045,104180,193,34,22,1885,3,75,15,5,54,35,28,12,9,4,4,8,4,61,34,23,11,9,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
