PlayerA_name,PlayerB_name,Year,Day,best_of,draw_size,round,minutes,PlayerA_id,PlayerB_id,PlayerA_FR,PlayerB_FR,PlayerA_righthanded,PlayerB_righthanded,PlayerA_age,PlayerA_rank,PlayerA_rank_points,PlayerA_ace,PlayerA_df,PlayerA_svpt,PlayerA_1stIn,PlayerA_1stWon,PlayerA_2ndWon,PlayerA_SvGms,PlayerA_bpSaved,PlayerA_bpFaced,PlayerB_age,PlayerB_rank,PlayerB_rank_points,PlayerB_ace,PlayerB_df,PlayerB_svpt,PlayerB_1stIn,PlayerB_1stWon,PlayerB_2ndWon,PlayerB_SvGms,PlayerB_bpSaved,PlayerB_bpFaced,PlayerA_Win,surface_Carpet,surface_Clay,surface_Grass,surface_Hard
Alex De Minaur,Nicolas Jarry,2019.0,55.0,3.0,32.0,0.0,101.0,0.0,0.0,0.0,0.0,1.0,1.0,19.523613963,0.0,0.0,4.0,3.0,76.0,42.0,34.0,23.0,12.0,0.0,1.0,22.8774811773,0.0,0.0,11.0,3.0,78.0,47.0,33.0,20.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Kyle Edmund,Nicolas Jarry,2019.0,55.0,3.0,28.0,0.0,51.0,0.0,0.0,0.0,0.0,1.0,1.0,23.633127994499997,0.0,0.0,2.0,2.0,46.0,31.0,15.0,5.0,7.0,4.0,9.0,22.8774811773,0.0,0.0,6.0,0.0,36.0,25.0,20.0,8.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Peter Gojowczyk,Federico Gaio,2019.0,55.0,3.0,32.0,0.0,112.0,0.0,0.0,0.0,0.0,1.0,1.0,29.1745379877,0.0,0.0,10.0,5.0,89.0,49.0,34.0,19.0,15.0,4.0,9.0,26.4777549624,0.0,0.0,9.0,6.0,95.0,47.0,38.0,24.0,15.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0
Guido Pella,Alex Bolt,2019.0,55.0,3.0,28.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,28.336755646799997,0.0,0.0,9.0,3.0,111.0,65.0,52.0,16.0,14.0,11.0,13.0,25.563312799499997,0.0,0.0,10.0,2.0,84.0,62.0,47.0,14.0,15.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0
Alexander Zverev,Alexei Popyrin,2019.0,55.0,3.0,32.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,21.3524982888,0.0,0.0,4.0,3.0,67.0,44.0,29.0,8.0,9.0,6.0,9.0,18.4476386037,0.0,0.0,13.0,2.0,43.0,27.0,26.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
John Isner,Alexei Popyrin,2019.0,55.0,3.0,28.0,0.0,54.0,0.0,0.0,0.0,0.0,1.0,1.0,33.3360711841,0.0,0.0,6.0,1.0,37.0,25.0,21.0,9.0,7.0,0.0,0.0,18.4476386037,0.0,0.0,1.0,1.0,46.0,24.0,12.0,7.0,7.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0
Philipp Kohlschreiber,Novak Djokovic,2019.0,55.0,3.0,28.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,1.0,34.8637919233,0.0,0.0,2.0,3.0,56.0,37.0,25.0,8.0,10.0,1.0,4.0,31.266255989,0.0,0.0,3.0,1.0,67.0,48.0,33.0,10.0,10.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0
Alexander Zverev,David Ferrer,2019.0,55.0,3.0,32.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,1.0,21.3524982888,0.0,0.0,0.0,2.0,59.0,36.0,23.0,9.0,9.0,3.0,6.0,36.4024640657,0.0,0.0,9.0,6.0,62.0,37.0,29.0,15.0,10.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0
Philipp Kohlschreiber,Nick Kyrgios,2019.0,55.0,3.0,28.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,1.0,34.8637919233,0.0,0.0,3.0,1.0,60.0,38.0,31.0,13.0,10.0,5.0,5.0,23.3347022587,0.0,0.0,10.0,2.0,64.0,47.0,33.0,8.0,10.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0
Jan Lennard Struff,Alexander Zverev,2019.0,55.0,3.0,28.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,28.396988364099997,0.0,0.0,3.0,3.0,51.0,31.0,20.0,5.0,8.0,5.0,9.0,21.3524982888,0.0,0.0,9.0,1.0,52.0,28.0,25.0,13.0,8.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0
Nick Kyrgios,Alexander Zverev,2019.0,55.0,3.0,32.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,23.3347022587,0.0,0.0,13.0,5.0,71.0,44.0,34.0,10.0,10.0,7.0,8.0,21.3524982888,0.0,0.0,7.0,1.0,49.0,36.0,26.0,5.0,9.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Milos Raonic,Miomir Kecmanovic,2019.0,55.0,3.0,28.0,0.0,72.0,0.0,0.0,0.0,0.0,1.0,1.0,27.665982204000002,0.0,0.0,13.0,0.0,62.0,34.0,30.0,15.0,10.0,3.0,3.0,18.6064339493,0.0,0.0,2.0,1.0,44.0,31.0,23.0,8.0,9.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0
Marcos Giron,Miomir Kecmanovic,2019.0,55.0,3.0,28.0,0.0,156.0,0.0,0.0,0.0,0.0,1.0,1.0,25.015742642,0.0,0.0,7.0,8.0,123.0,69.0,50.0,23.0,18.0,8.0,13.0,18.6064339493,0.0,0.0,4.0,6.0,120.0,68.0,44.0,28.0,18.0,3.0,9.0,1.0,0.0,1.0,0.0,0.0
Milos Raonic,Marcos Giron,2019.0,55.0,3.0,28.0,0.0,116.0,0.0,0.0,0.0,0.0,1.0,1.0,27.665982204000002,0.0,0.0,3.0,3.0,115.0,65.0,40.0,28.0,15.0,9.0,12.0,25.015742642,0.0,0.0,22.0,3.0,75.0,50.0,39.0,16.0,15.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0
Maximilian Marterer,Ugo Humbert,2019.0,55.0,3.0,28.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,23.258042436700002,0.0,0.0,3.0,2.0,57.0,41.0,31.0,7.0,9.0,4.0,5.0,20.2272416153,0.0,0.0,3.0,0.0,56.0,28.0,18.0,11.0,9.0,5.0,9.0,1.0,0.0,1.0,0.0,0.0
Adrian Mannarino,Tennys Sandgren,2019.0,55.0,3.0,28.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,1.0,30.217659137600002,0.0,0.0,0.0,5.0,92.0,52.0,35.0,16.0,13.0,7.0,12.0,27.099247091,0.0,0.0,5.0,2.0,95.0,51.0,36.0,28.0,14.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0
David Ferrer,Tennys Sandgren,2019.0,55.0,3.0,32.0,0.0,121.0,0.0,0.0,0.0,0.0,1.0,1.0,36.4024640657,0.0,0.0,12.0,1.0,78.0,52.0,41.0,14.0,12.0,6.0,7.0,27.099247091,0.0,0.0,3.0,4.0,85.0,58.0,43.0,15.0,12.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
Ricardas Berankis,Yasutaka Uchiyama,2019.0,55.0,3.0,28.0,0.0,132.0,0.0,0.0,0.0,0.0,1.0,1.0,28.240930869299998,0.0,0.0,5.0,1.0,85.0,53.0,44.0,18.0,15.0,3.0,4.0,25.158110883000003,0.0,0.0,8.0,9.0,93.0,55.0,43.0,17.0,15.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0
Diego Sebastian Schwartzman,Roberto Carballes Baena,2019.0,55.0,3.0,28.0,0.0,87.0,0.0,0.0,0.0,0.0,1.0,1.0,26.028747433299998,0.0,0.0,1.0,2.0,54.0,35.0,24.0,10.0,8.0,2.0,3.0,25.4291581109,0.0,0.0,2.0,2.0,67.0,35.0,17.0,13.0,8.0,7.0,12.0,1.0,0.0,1.0,0.0,0.0
Guido Pella,Roberto Carballes Baena,2019.0,55.0,3.0,32.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,1.0,28.336755646799997,0.0,0.0,3.0,1.0,59.0,41.0,27.0,6.0,9.0,3.0,6.0,25.4291581109,0.0,0.0,4.0,0.0,43.0,30.0,27.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Karen Khachanov,Feliciano Lopez,2019.0,55.0,3.0,28.0,0.0,101.0,0.0,0.0,0.0,0.0,1.0,0.0,22.3244353183,0.0,0.0,6.0,5.0,91.0,51.0,33.0,19.0,13.0,8.0,12.0,36.933607118400005,0.0,0.0,7.0,0.0,65.0,38.0,26.0,16.0,13.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0
Marcel Granollers,Guillermo Garcia Lopez,2019.0,55.0,3.0,32.0,0.0,107.0,0.0,0.0,0.0,0.0,1.0,1.0,32.375085557800006,0.0,0.0,5.0,1.0,84.0,55.0,36.0,14.0,13.0,4.0,8.0,35.2881587953,0.0,0.0,6.0,2.0,70.0,42.0,30.0,18.0,13.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0
Sam Querrey,Guillermo Garcia Lopez,2019.0,55.0,3.0,32.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,30.8884325804,0.0,0.0,15.0,3.0,44.0,30.0,29.0,8.0,9.0,0.0,0.0,35.2881587953,0.0,0.0,3.0,4.0,67.0,44.0,28.0,8.0,8.0,8.0,11.0,1.0,0.0,0.0,0.0,1.0
Cameron Norrie,Yoshihito Nishioka,2019.0,55.0,3.0,32.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0116358658,0.0,0.0,5.0,1.0,88.0,58.0,34.0,15.0,12.0,12.0,17.0,22.9158110883,0.0,0.0,1.0,4.0,102.0,70.0,35.0,16.0,12.0,12.0,19.0,1.0,0.0,0.0,0.0,1.0
Miomir Kecmanovic,Yoshihito Nishioka,2019.0,55.0,3.0,28.0,0.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0,18.6064339493,0.0,0.0,0.0,0.0,39.0,23.0,12.0,8.0,5.0,3.0,5.0,22.9158110883,0.0,0.0,7.0,0.0,24.0,16.0,13.0,6.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Laslo Djere,Alessandro Giannessi,2019.0,55.0,3.0,32.0,0.0,142.0,0.0,0.0,0.0,0.0,1.0,0.0,23.2361396304,0.0,0.0,4.0,0.0,107.0,74.0,49.0,18.0,16.0,5.0,9.0,27.6878850103,0.0,0.0,1.0,4.0,94.0,53.0,34.0,27.0,16.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0
John Isner,John Millman,2019.0,55.0,3.0,32.0,0.0,185.0,0.0,0.0,0.0,0.0,1.0,1.0,33.3360711841,0.0,0.0,38.0,0.0,107.0,85.0,69.0,14.0,18.0,1.0,2.0,29.2019164956,0.0,0.0,9.0,7.0,138.0,81.0,58.0,34.0,18.0,7.0,8.0,1.0,0.0,0.0,0.0,1.0
Jan Lennard Struff,John Millman,2019.0,55.0,3.0,28.0,0.0,71.0,0.0,0.0,0.0,0.0,1.0,1.0,28.396988364099997,0.0,0.0,1.0,4.0,69.0,40.0,20.0,13.0,8.0,6.0,11.0,29.2019164956,0.0,0.0,6.0,0.0,51.0,34.0,26.0,7.0,8.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0
Daniel Evans,Noah Rubin,2019.0,55.0,3.0,28.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,1.0,28.071184120500003,0.0,0.0,0.0,0.0,37.0,27.0,19.0,9.0,7.0,0.0,0.0,22.5133470226,0.0,0.0,0.0,2.0,59.0,38.0,16.0,9.0,7.0,8.0,13.0,1.0,0.0,1.0,0.0,0.0
Laslo Djere,Malek Jaziri,2019.0,55.0,3.0,32.0,0.0,151.0,0.0,0.0,0.0,0.0,1.0,1.0,23.2361396304,0.0,0.0,4.0,1.0,95.0,68.0,51.0,12.0,15.0,2.0,4.0,34.6009582478,0.0,0.0,5.0,5.0,108.0,62.0,48.0,21.0,15.0,9.0,11.0,1.0,0.0,0.0,0.0,1.0
Gilles Simon,Malek Jaziri,2019.0,55.0,3.0,28.0,0.0,188.0,0.0,0.0,0.0,0.0,1.0,1.0,33.7221081451,0.0,0.0,7.0,2.0,112.0,75.0,50.0,22.0,15.0,12.0,13.0,34.6009582478,0.0,0.0,6.0,5.0,125.0,65.0,38.0,34.0,16.0,11.0,15.0,1.0,0.0,1.0,0.0,0.0
Christian Harrison,Juan Ignacio Londero,2019.0,55.0,3.0,28.0,0.0,97.0,0.0,0.0,0.0,0.0,1.0,1.0,24.131416837800003,0.0,0.0,0.0,3.0,75.0,48.0,33.0,14.0,10.0,5.0,7.0,24.917180013699998,0.0,0.0,10.0,7.0,89.0,57.0,45.0,15.0,11.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0
Hubert Hurkacz,Lucas Pouille,2019.0,55.0,3.0,28.0,0.0,121.0,0.0,0.0,0.0,0.0,1.0,1.0,21.5386721424,0.0,0.0,6.0,1.0,74.0,39.0,27.0,20.0,13.0,6.0,9.0,24.5065023956,0.0,0.0,5.0,4.0,104.0,65.0,40.0,17.0,14.0,8.0,13.0,1.0,0.0,1.0,0.0,0.0
Laslo Djere,Guido Andreozzi,2019.0,55.0,3.0,28.0,0.0,86.0,0.0,0.0,0.0,0.0,1.0,1.0,23.2361396304,0.0,0.0,3.0,1.0,57.0,37.0,24.0,12.0,10.0,2.0,4.0,27.06091718,0.0,0.0,0.0,2.0,57.0,33.0,21.0,10.0,9.0,4.0,8.0,1.0,0.0,1.0,0.0,0.0
Novak Djokovic,Bjorn Fratangelo,2019.0,55.0,3.0,28.0,0.0,89.0,0.0,0.0,0.0,0.0,1.0,1.0,31.266255989,0.0,0.0,3.0,0.0,61.0,37.0,28.0,17.0,10.0,1.0,2.0,24.9911019849,0.0,0.0,6.0,5.0,69.0,38.0,23.0,14.0,10.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0
Radu Albot,Lukas Lacko,2019.0,55.0,3.0,28.0,0.0,117.0,0.0,0.0,0.0,0.0,1.0,1.0,28.848733744,0.0,0.0,6.0,2.0,84.0,54.0,36.0,17.0,12.0,1.0,5.0,30.8720054757,0.0,0.0,2.0,1.0,90.0,48.0,27.0,22.0,12.0,5.0,9.0,1.0,0.0,1.0,0.0,0.0
Casper Ruud,Thiago Monteiro,2019.0,55.0,3.0,32.0,0.0,72.0,0.0,0.0,0.0,0.0,1.0,0.0,19.6796714579,0.0,0.0,5.0,2.0,58.0,39.0,31.0,11.0,10.0,0.0,0.0,24.1451060917,0.0,0.0,3.0,6.0,51.0,35.0,27.0,6.0,9.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0
Alexei Popyrin,Lukas Rosol,2019.0,55.0,3.0,28.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,18.4476386037,0.0,0.0,3.0,4.0,60.0,40.0,27.0,7.0,10.0,4.0,8.0,32.8240930869,0.0,0.0,6.0,1.0,53.0,31.0,27.0,13.0,11.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
Andrej Martin,Daniel Gimeno Traver,2019.0,55.0,3.0,32.0,0.0,71.0,0.0,0.0,0.0,0.0,1.0,1.0,28.8186173854,0.0,0.0,2.0,3.0,51.0,35.0,22.0,11.0,8.0,3.0,4.0,32.7282683094,0.0,0.0,1.0,3.0,44.0,28.0,13.0,5.0,8.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0
Laslo Djere,Felix Auger Aliassime,2019.0,55.0,3.0,32.0,0.0,123.0,0.0,0.0,0.0,0.0,1.0,1.0,23.2361396304,0.0,0.0,5.0,7.0,96.0,64.0,45.0,13.0,13.0,4.0,7.0,18.0506502396,0.0,0.0,5.0,1.0,73.0,51.0,39.0,13.0,13.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0
Yoshihito Nishioka,Felix Auger Aliassime,2019.0,55.0,3.0,28.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,1.0,22.9158110883,0.0,0.0,13.0,8.0,107.0,63.0,43.0,19.0,17.0,5.0,10.0,18.0506502396,0.0,0.0,0.0,1.0,128.0,93.0,55.0,21.0,17.0,9.0,13.0,1.0,0.0,1.0,0.0,0.0
Ivo Karlovic,Prajnesh Gunneswaran,2019.0,55.0,3.0,28.0,0.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,39.4168377823,0.0,0.0,16.0,3.0,67.0,46.0,39.0,13.0,11.0,2.0,2.0,28.711841204699997,0.0,0.0,4.0,2.0,60.0,39.0,28.0,14.0,10.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
Prajnesh Gunneswaran,Jason Jung,2019.0,55.0,3.0,28.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,1.0,28.711841204699997,0.0,0.0,4.0,2.0,70.0,38.0,26.0,21.0,11.0,4.0,5.0,29.0841889117,0.0,0.0,2.0,2.0,74.0,49.0,28.0,16.0,11.0,5.0,8.0,1.0,0.0,1.0,0.0,0.0
Malek Jaziri,Bradley Klahn,2019.0,55.0,3.0,28.0,0.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,34.6009582478,0.0,0.0,5.0,1.0,48.0,32.0,22.0,7.0,9.0,1.0,4.0,28.019164955500003,0.0,0.0,1.0,2.0,54.0,34.0,28.0,11.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Leonardo Mayer,Lorenzo Sonego,2019.0,55.0,3.0,32.0,0.0,117.0,0.0,0.0,0.0,0.0,1.0,1.0,31.285420944600002,0.0,0.0,7.0,9.0,83.0,52.0,40.0,14.0,13.0,3.0,5.0,23.2963723477,0.0,0.0,6.0,4.0,77.0,40.0,30.0,15.0,12.0,8.0,12.0,1.0,0.0,0.0,0.0,1.0
Jared Donaldson,Tatsuma Ito,2019.0,55.0,3.0,28.0,0.0,93.0,0.0,0.0,0.0,0.0,1.0,1.0,21.823408624200002,0.0,0.0,1.0,1.0,56.0,32.0,23.0,12.0,10.0,1.0,4.0,29.2019164956,0.0,0.0,8.0,4.0,71.0,38.0,27.0,21.0,11.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0
Hubert Hurkacz,Donald Young,2019.0,55.0,3.0,28.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,21.5386721424,0.0,0.0,1.0,3.0,54.0,33.0,20.0,7.0,9.0,4.0,9.0,29.095140314899997,0.0,0.0,3.0,1.0,70.0,51.0,31.0,9.0,9.0,8.0,10.0,1.0,0.0,1.0,0.0,0.0
Federico Coria,Facundo Arguello,2019.0,55.0,3.0,32.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,26.1984941821,0.0,0.0,0.0,0.0,47.0,36.0,21.0,10.0,9.0,3.0,5.0,23.51266256,0.0,0.0,1.0,5.0,46.0,23.0,13.0,7.0,8.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0
Kimmer Coppejans,Joao Domingues,2019.0,55.0,3.0,32.0,0.0,117.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0362765229,0.0,0.0,2.0,2.0,87.0,52.0,31.0,16.0,12.0,4.0,9.0,24.5667351129,0.0,0.0,1.0,2.0,80.0,56.0,39.0,14.0,13.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0
Marcos Giron,Thomas Fabbiano,2019.0,55.0,3.0,28.0,0.0,109.0,0.0,0.0,0.0,0.0,1.0,1.0,25.015742642,0.0,0.0,0.0,5.0,80.0,46.0,31.0,20.0,13.0,3.0,6.0,29.177275838499998,0.0,0.0,5.0,3.0,80.0,48.0,35.0,16.0,14.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0
Christian Garin,Pedro Sousa,2019.0,55.0,3.0,32.0,0.0,81.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0889801506,0.0,0.0,11.0,5.0,76.0,39.0,29.0,13.0,10.0,5.0,8.0,30.135523614,0.0,0.0,5.0,1.0,66.0,34.0,26.0,19.0,10.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0
Facundo Bagnis,Andrej Martin,2019.0,55.0,3.0,32.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,28.4955509925,0.0,0.0,6.0,1.0,69.0,49.0,37.0,9.0,10.0,3.0,4.0,28.8186173854,0.0,0.0,10.0,0.0,72.0,49.0,31.0,12.0,10.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0
Radu Albot,Mitchell Krueger,2019.0,55.0,3.0,28.0,0.0,82.0,0.0,0.0,0.0,0.0,1.0,1.0,28.848733744,0.0,0.0,3.0,0.0,53.0,39.0,31.0,9.0,9.0,2.0,2.0,24.621492128699998,0.0,0.0,1.0,1.0,50.0,31.0,20.0,8.0,8.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0
Nick Kyrgios,Rafael Nadal,2019.0,55.0,3.0,32.0,0.0,183.0,0.0,0.0,0.0,0.0,1.0,0.0,23.3347022587,0.0,0.0,8.0,3.0,105.0,64.0,54.0,26.0,17.0,1.0,1.0,32.2327173169,0.0,0.0,21.0,6.0,127.0,78.0,64.0,22.0,16.0,9.0,10.0,1.0,0.0,0.0,0.0,1.0
Jordan Thompson,Federico Delbonis,2019.0,55.0,3.0,28.0,0.0,202.0,0.0,0.0,0.0,0.0,1.0,0.0,24.3531827515,0.0,0.0,3.0,6.0,127.0,77.0,47.0,24.0,17.0,5.0,11.0,27.893223819299998,0.0,0.0,0.0,3.0,128.0,85.0,50.0,25.0,17.0,8.0,13.0,1.0,0.0,1.0,0.0,0.0
Lorenzo Sonego,Federico Delbonis,2019.0,55.0,3.0,32.0,0.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,23.2963723477,0.0,0.0,7.0,0.0,55.0,33.0,29.0,12.0,10.0,0.0,0.0,27.893223819299998,0.0,0.0,1.0,0.0,67.0,49.0,31.0,10.0,10.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0
Ugo Humbert,Jurgen Zopp,2019.0,55.0,3.0,28.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,20.2272416153,0.0,0.0,3.0,1.0,49.0,32.0,27.0,8.0,8.0,5.0,5.0,30.46954141,0.0,0.0,2.0,5.0,49.0,29.0,15.0,9.0,8.0,3.0,7.0,1.0,0.0,1.0,0.0,0.0
Jc Aragone,Henri Laaksonen,2019.0,55.0,3.0,28.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0499657769,0.0,0.0,5.0,0.0,50.0,35.0,25.0,10.0,8.0,3.0,4.0,26.310746064299998,0.0,0.0,6.0,4.0,50.0,22.0,15.0,8.0,8.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0
Ryan Harrison,Adrian Menendez Maceiras,2019.0,55.0,3.0,32.0,0.0,81.0,0.0,0.0,0.0,0.0,1.0,1.0,26.3052703628,0.0,0.0,8.0,1.0,57.0,34.0,27.0,12.0,9.0,2.0,3.0,32.887063655,0.0,0.0,2.0,4.0,59.0,32.0,19.0,13.0,9.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0
Bjorn Fratangelo,Adrian Menendez Maceiras,2019.0,55.0,3.0,28.0,0.0,85.0,0.0,0.0,0.0,0.0,1.0,1.0,24.9911019849,0.0,0.0,0.0,2.0,59.0,34.0,22.0,10.0,9.0,2.0,6.0,32.887063655,0.0,0.0,4.0,1.0,61.0,28.0,21.0,19.0,9.0,6.0,7.0,1.0,0.0,1.0,0.0,0.0
Noah Rubin,Yannick Maden,2019.0,55.0,3.0,28.0,0.0,108.0,0.0,0.0,0.0,0.0,1.0,1.0,22.5133470226,0.0,0.0,6.0,1.0,79.0,52.0,36.0,15.0,13.0,6.0,9.0,28.887063655,0.0,0.0,6.0,2.0,81.0,49.0,35.0,14.0,13.0,7.0,12.0,1.0,0.0,1.0,0.0,0.0
Alexei Popyrin,Roberto Ortega Olmedo,2019.0,55.0,3.0,32.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,18.4476386037,0.0,0.0,1.0,1.0,28.0,17.0,11.0,3.0,4.0,2.0,4.0,25.08966461,0.0,0.0,2.0,2.0,23.0,10.0,8.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Alexei Popyrin,Jozef Kovalik,2019.0,55.0,3.0,28.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,1.0,18.4476386037,0.0,0.0,3.0,2.0,65.0,38.0,31.0,10.0,9.0,4.0,5.0,25.733059548299998,0.0,0.0,5.0,1.0,53.0,31.0,18.0,11.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0
Prajnesh Gunneswaran,Salvatore Caruso,2019.0,55.0,3.0,28.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,1.0,28.711841204699997,0.0,0.0,7.0,1.0,63.0,41.0,32.0,12.0,12.0,1.0,3.0,25.1416837782,0.0,0.0,4.0,5.0,83.0,50.0,33.0,14.0,13.0,6.0,11.0,1.0,0.0,1.0,0.0,0.0
Guido Pella,Marco Trungelliti,2019.0,55.0,3.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0,28.336755646799997,0.0,0.0,0.0,4.0,59.0,30.0,15.0,14.0,7.0,6.0,10.0,28.454483230700003,0.0,0.0,5.0,1.0,57.0,39.0,26.0,12.0,8.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0
Elias Ymer,Christian Harrison,2019.0,55.0,3.0,28.0,0.0,152.0,0.0,0.0,0.0,0.0,1.0,1.0,22.302532512,0.0,0.0,4.0,8.0,102.0,68.0,40.0,12.0,15.0,7.0,14.0,24.131416837800003,0.0,0.0,5.0,1.0,97.0,56.0,34.0,24.0,15.0,4.0,8.0,1.0,0.0,1.0,0.0,0.0
Elias Ymer,Darian King,2019.0,55.0,3.0,28.0,0.0,119.0,0.0,0.0,0.0,0.0,1.0,1.0,22.302532512,0.0,0.0,0.0,2.0,76.0,46.0,26.0,11.0,11.0,5.0,11.0,25.8945927447,0.0,0.0,8.0,3.0,69.0,39.0,29.0,10.0,11.0,7.0,11.0,1.0,0.0,1.0,0.0,0.0
Bjorn Fratangelo,Elias Ymer,2019.0,55.0,3.0,28.0,0.0,119.0,0.0,0.0,0.0,0.0,1.0,1.0,24.9911019849,0.0,0.0,2.0,1.0,76.0,50.0,34.0,19.0,13.0,3.0,4.0,22.302532512,0.0,0.0,2.0,5.0,80.0,51.0,34.0,14.0,13.0,4.0,8.0,1.0,0.0,1.0,0.0,0.0
Thiago Seyboth Wild,Elias Ymer,2019.0,55.0,3.0,32.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,1.0,17.9657768652,0.0,0.0,2.0,2.0,85.0,45.0,30.0,24.0,13.0,8.0,10.0,22.302532512,0.0,0.0,4.0,8.0,77.0,46.0,33.0,13.0,14.0,4.0,9.0,1.0,0.0,0.0,0.0,1.0
Marcel Granollers,Kevin Krawietz,2019.0,55.0,3.0,32.0,0.0,103.0,0.0,0.0,0.0,0.0,1.0,1.0,32.375085557800006,0.0,0.0,2.0,2.0,86.0,47.0,27.0,20.0,11.0,7.0,11.0,21.2621492129,0.0,0.0,2.0,1.0,76.0,39.0,30.0,18.0,11.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0
Bernard Tomic,Lucas Gomez,2019.0,55.0,3.0,32.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,1.0,25.9055441478,0.0,0.0,10.0,5.0,81.0,45.0,35.0,15.0,13.0,4.0,7.0,22.9678302533,0.0,0.0,1.0,5.0,68.0,46.0,25.0,6.0,12.0,5.0,12.0,1.0,0.0,0.0,0.0,1.0
