PlayerA_name,PlayerB_name,Year,Day,best_of,draw_size,round,minutes,PlayerA_id,PlayerB_id,PlayerA_FR,PlayerB_FR,PlayerA_righthanded,PlayerB_righthanded,PlayerA_age,PlayerA_rank,PlayerA_rank_points,PlayerA_ace,PlayerA_df,PlayerA_svpt,PlayerA_1stIn,PlayerA_1stWon,PlayerA_2ndWon,PlayerA_SvGms,PlayerA_bpSaved,PlayerA_bpFaced,PlayerB_age,PlayerB_rank,PlayerB_rank_points,PlayerB_ace,PlayerB_df,PlayerB_svpt,PlayerB_1stIn,PlayerB_1stWon,PlayerB_2ndWon,PlayerB_SvGms,PlayerB_bpSaved,PlayerB_bpFaced,PlayerA_Win,surface_Carpet,surface_Clay,surface_Grass,surface_Hard
Jordan Thompson,Taro Daniel,2018.0,361.0,3.0,28.0,0.0,146.0,0.0,0.0,0.0,0.0,1.0,1.0,24.3531827515,0.0,0.0,9.0,2.0,84.0,59.0,43.0,12.0,14.0,2.0,5.0,25.5797399042,0.0,0.0,5.0,3.0,100.0,51.0,36.0,20.0,13.0,6.0,10.0,1.0,0.0,0.0,0.0,1.0
Reilly Opelka,Taro Daniel,2018.0,361.0,3.0,28.0,0.0,160.0,0.0,0.0,0.0,0.0,1.0,1.0,20.517453798800002,0.0,0.0,7.0,3.0,101.0,71.0,51.0,17.0,16.0,8.0,10.0,25.5797399042,0.0,0.0,26.0,6.0,98.0,61.0,50.0,19.0,16.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0
Andreas Seppi,Jeremy Chardy,2018.0,361.0,3.0,28.0,0.0,111.0,0.0,0.0,0.0,0.0,1.0,1.0,34.5133470226,0.0,0.0,12.0,6.0,79.0,43.0,28.0,19.0,15.0,1.0,5.0,31.537303216999998,0.0,0.0,9.0,5.0,95.0,48.0,40.0,19.0,15.0,10.0,14.0,1.0,0.0,0.0,0.0,1.0
Kei Nishikori,Jeremy Chardy,2018.0,361.0,3.0,32.0,0.0,66.0,0.0,0.0,0.0,0.0,1.0,1.0,28.717316906199997,0.0,0.0,10.0,3.0,46.0,27.0,15.0,6.0,8.0,1.0,5.0,31.537303216999998,0.0,0.0,2.0,2.0,47.0,33.0,26.0,9.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0
Peter Gojowczyk,Filip Krajinovic,2018.0,361.0,3.0,28.0,0.0,66.0,0.0,0.0,0.0,0.0,1.0,1.0,29.1745379877,0.0,0.0,6.0,2.0,53.0,26.0,22.0,12.0,9.0,1.0,3.0,26.554414784400002,0.0,0.0,1.0,4.0,49.0,33.0,19.0,3.0,8.0,5.0,10.0,1.0,0.0,0.0,0.0,1.0
Andreas Seppi,Calvin Hemery,2018.0,361.0,3.0,28.0,0.0,66.0,0.0,0.0,0.0,0.0,1.0,1.0,34.5133470226,0.0,0.0,3.0,0.0,52.0,23.0,18.0,16.0,9.0,4.0,6.0,23.3292265572,0.0,0.0,3.0,8.0,49.0,21.0,15.0,11.0,10.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0
Jordan Thompson,Adrian Mannarino,2018.0,361.0,3.0,28.0,0.0,78.0,0.0,0.0,0.0,0.0,1.0,0.0,24.3531827515,0.0,0.0,6.0,1.0,70.0,46.0,31.0,15.0,9.0,7.0,7.0,30.217659137600002,0.0,0.0,1.0,0.0,50.0,36.0,18.0,12.0,9.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0
Andreas Seppi,Martin Klizan,2018.0,361.0,3.0,28.0,0.0,108.0,0.0,0.0,0.0,0.0,1.0,0.0,34.5133470226,0.0,0.0,1.0,2.0,84.0,61.0,34.0,9.0,10.0,2.0,6.0,29.1854893908,0.0,0.0,11.0,4.0,76.0,53.0,39.0,7.0,10.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0
Kei Nishikori,Denis Kudla,2018.0,361.0,3.0,32.0,0.0,79.0,0.0,0.0,0.0,0.0,1.0,1.0,28.717316906199997,0.0,0.0,5.0,3.0,60.0,36.0,26.0,8.0,10.0,4.0,7.0,26.0260095825,0.0,0.0,7.0,2.0,56.0,32.0,27.0,15.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Guillermo Garcia Lopez,Denis Kudla,2018.0,361.0,3.0,28.0,0.0,95.0,0.0,0.0,0.0,0.0,1.0,1.0,35.2881587953,0.0,0.0,6.0,6.0,61.0,29.0,19.0,13.0,11.0,3.0,8.0,26.0260095825,0.0,0.0,3.0,1.0,77.0,45.0,29.0,16.0,11.0,6.0,9.0,1.0,0.0,0.0,0.0,1.0
Jo Wilfried Tsonga,Alex De Minaur,2018.0,361.0,3.0,32.0,0.0,106.0,0.0,0.0,0.0,0.0,1.0,1.0,33.4182067077,0.0,0.0,12.0,2.0,68.0,43.0,34.0,15.0,11.0,4.0,5.0,19.523613963,0.0,0.0,1.0,2.0,81.0,60.0,38.0,9.0,11.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0
Jan Lennard Struff,Tomas Berdych,2018.0,361.0,3.0,28.0,0.0,129.0,0.0,0.0,0.0,0.0,1.0,1.0,28.396988364099997,0.0,0.0,8.0,6.0,95.0,53.0,43.0,17.0,14.0,2.0,5.0,32.7501711157,0.0,0.0,9.0,2.0,96.0,58.0,49.0,16.0,15.0,5.0,7.0,1.0,0.0,0.0,0.0,1.0
Alex De Minaur,Dusan Lajovic,2018.0,361.0,3.0,28.0,0.0,81.0,0.0,0.0,0.0,0.0,1.0,1.0,19.523613963,0.0,0.0,2.0,1.0,62.0,38.0,30.0,12.0,10.0,2.0,3.0,28.158795345700003,0.0,0.0,4.0,1.0,59.0,38.0,28.0,7.0,9.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0
Ernests Gulbis,Hyeon Chung,2018.0,361.0,3.0,28.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,1.0,29.8370978782,0.0,0.0,8.0,1.0,63.0,32.0,23.0,16.0,10.0,1.0,4.0,22.2724161533,0.0,0.0,0.0,3.0,62.0,35.0,16.0,15.0,10.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0
Gilles Simon,Ilya Ivashka,2018.0,361.0,3.0,28.0,0.0,151.0,0.0,0.0,0.0,0.0,1.0,1.0,33.7221081451,0.0,0.0,9.0,2.0,107.0,62.0,42.0,29.0,13.0,6.0,6.0,24.5612594114,0.0,0.0,4.0,5.0,104.0,66.0,40.0,19.0,14.0,7.0,12.0,1.0,0.0,0.0,0.0,1.0
Ugo Humbert,Christopher Eubanks,2018.0,361.0,3.0,32.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,20.2272416153,0.0,0.0,6.0,4.0,48.0,23.0,15.0,12.0,8.0,2.0,5.0,21.8699520876,0.0,0.0,6.0,1.0,41.0,30.0,28.0,8.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Malek Jaziri,Ramkumar Ramanathan,2018.0,361.0,3.0,28.0,0.0,166.0,0.0,0.0,0.0,0.0,1.0,1.0,34.6009582478,0.0,0.0,20.0,8.0,112.0,77.0,56.0,15.0,17.0,5.0,9.0,23.704312115,0.0,0.0,6.0,6.0,143.0,78.0,59.0,29.0,16.0,8.0,10.0,1.0,0.0,0.0,0.0,1.0
Ramkumar Ramanathan,Marcel Granollers,2018.0,361.0,3.0,28.0,0.0,117.0,0.0,0.0,0.0,0.0,1.0,1.0,23.704312115,0.0,0.0,3.0,2.0,81.0,61.0,41.0,11.0,14.0,1.0,4.0,32.375085557800006,0.0,0.0,9.0,6.0,90.0,64.0,49.0,13.0,15.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0
Thanasi Kokkinakis,Peter Polansky,2018.0,361.0,3.0,32.0,0.0,79.0,0.0,0.0,0.0,0.0,1.0,1.0,22.302532512,0.0,0.0,8.0,0.0,56.0,36.0,29.0,13.0,10.0,1.0,1.0,30.1984941821,0.0,0.0,4.0,4.0,63.0,44.0,31.0,7.0,9.0,5.0,7.0,1.0,0.0,0.0,0.0,1.0
Reilly Opelka,Pablo Andujar,2018.0,361.0,3.0,28.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,20.517453798800002,0.0,0.0,20.0,1.0,53.0,36.0,33.0,10.0,10.0,5.0,5.0,32.3422313484,0.0,0.0,1.0,6.0,47.0,30.0,20.0,10.0,9.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0
Evgeny Donskoy,Pablo Andujar,2018.0,361.0,3.0,28.0,0.0,150.0,0.0,0.0,0.0,0.0,1.0,1.0,28.3586584531,0.0,0.0,1.0,8.0,106.0,51.0,38.0,27.0,17.0,2.0,6.0,32.3422313484,0.0,0.0,7.0,0.0,109.0,69.0,49.0,19.0,16.0,5.0,8.0,1.0,0.0,0.0,0.0,1.0
Andrey Rublev,Fernando Verdasco,2018.0,361.0,3.0,28.0,0.0,117.0,0.0,0.0,0.0,0.0,1.0,0.0,20.9089664613,0.0,0.0,3.0,9.0,101.0,62.0,42.0,17.0,15.0,7.0,11.0,34.7816563997,0.0,0.0,12.0,5.0,75.0,41.0,30.0,18.0,14.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0
Saketh Myneni,Egor Gerasimov,2018.0,361.0,3.0,28.0,0.0,151.0,0.0,0.0,0.0,0.0,1.0,1.0,29.2073921971,0.0,0.0,10.0,4.0,133.0,87.0,59.0,22.0,17.0,11.0,14.0,25.7138945927,0.0,0.0,8.0,2.0,105.0,68.0,49.0,16.0,17.0,5.0,9.0,1.0,0.0,0.0,0.0,1.0
Borna Coric,Pablo Carreno Busta,2018.0,361.0,3.0,28.0,0.0,162.0,0.0,0.0,0.0,0.0,1.0,1.0,21.782340862399998,0.0,0.0,13.0,4.0,115.0,80.0,56.0,15.0,16.0,7.0,11.0,27.1266255989,0.0,0.0,3.0,2.0,110.0,73.0,45.0,19.0,16.0,6.0,11.0,1.0,0.0,0.0,0.0,1.0
John Millman,Marton Fucsovics,2018.0,361.0,3.0,28.0,0.0,78.0,0.0,0.0,0.0,0.0,1.0,1.0,29.2019164956,0.0,0.0,3.0,2.0,53.0,31.0,22.0,10.0,9.0,1.0,4.0,26.606433949299998,0.0,0.0,0.0,2.0,57.0,39.0,28.0,13.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
Alex De Minaur,Reilly Opelka,2018.0,361.0,3.0,28.0,0.0,93.0,0.0,0.0,0.0,0.0,1.0,1.0,19.523613963,0.0,0.0,3.0,1.0,60.0,33.0,29.0,19.0,11.0,0.0,0.0,20.517453798800002,0.0,0.0,17.0,3.0,76.0,47.0,37.0,14.0,11.0,6.0,7.0,1.0,0.0,0.0,0.0,1.0
Marc Polmans,Reilly Opelka,2018.0,361.0,3.0,32.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,1.0,20.246406570799998,0.0,0.0,20.0,5.0,112.0,65.0,49.0,23.0,16.0,4.0,7.0,20.517453798800002,0.0,0.0,2.0,6.0,110.0,65.0,45.0,29.0,17.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0
Yoshihito Nishioka,Ryan Harrison,2018.0,361.0,3.0,28.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,22.9158110883,0.0,0.0,6.0,4.0,67.0,39.0,26.0,13.0,9.0,8.0,11.0,26.3052703628,0.0,0.0,2.0,0.0,47.0,31.0,22.0,15.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0
Nick Kyrgios,Ryan Harrison,2018.0,361.0,3.0,32.0,0.0,128.0,0.0,0.0,0.0,0.0,1.0,1.0,23.3347022587,0.0,0.0,44.0,3.0,119.0,80.0,63.0,24.0,18.0,1.0,2.0,26.3052703628,0.0,0.0,27.0,3.0,113.0,77.0,60.0,24.0,18.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0
Stefanos Tsitsipas,Richard Gasquet,2018.0,361.0,3.0,28.0,0.0,71.0,0.0,0.0,0.0,0.0,1.0,1.0,20.098562628299998,0.0,0.0,4.0,2.0,59.0,36.0,31.0,11.0,10.0,0.0,0.0,32.2491444216,0.0,0.0,2.0,0.0,56.0,42.0,27.0,9.0,9.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0
Ivo Karlovic,Ernests Gulbis,2018.0,361.0,3.0,28.0,0.0,105.0,0.0,0.0,0.0,0.0,1.0,1.0,39.4168377823,0.0,0.0,25.0,4.0,83.0,60.0,51.0,12.0,12.0,3.0,3.0,29.8370978782,0.0,0.0,10.0,3.0,78.0,45.0,40.0,18.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Kei Nishikori,Grigor Dimitrov,2018.0,361.0,3.0,32.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,28.717316906199997,0.0,0.0,8.0,5.0,80.0,53.0,37.0,13.0,12.0,6.0,9.0,27.282683093800003,0.0,0.0,5.0,2.0,59.0,47.0,37.0,9.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Kevin Anderson,Jaume Munar,2018.0,361.0,3.0,28.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0,1.0,32.2765229295,0.0,0.0,14.0,1.0,51.0,33.0,27.0,9.0,9.0,1.0,2.0,21.368925393599998,0.0,0.0,3.0,1.0,43.0,26.0,16.0,7.0,9.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0
Alex Bolt,Jaume Munar,2018.0,361.0,3.0,28.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,1.0,25.563312799499997,0.0,0.0,3.0,4.0,100.0,71.0,46.0,12.0,15.0,8.0,12.0,21.368925393599998,0.0,0.0,1.0,0.0,85.0,60.0,33.0,17.0,15.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0
Kevin Anderson,Laslo Djere,2018.0,361.0,3.0,28.0,0.0,128.0,0.0,0.0,0.0,0.0,1.0,1.0,32.2765229295,0.0,0.0,20.0,2.0,81.0,54.0,44.0,16.0,12.0,1.0,2.0,23.2361396304,0.0,0.0,6.0,4.0,99.0,63.0,47.0,16.0,12.0,6.0,7.0,1.0,0.0,0.0,0.0,1.0
Borna Coric,Nikoloz Basilashvili,2018.0,361.0,3.0,28.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,1.0,21.782340862399998,0.0,0.0,3.0,1.0,55.0,39.0,28.0,8.0,8.0,2.0,3.0,26.5653661875,0.0,0.0,3.0,3.0,59.0,35.0,15.0,12.0,8.0,6.0,11.0,1.0,0.0,0.0,0.0,1.0
Guido Andreozzi,Matthew Ebden,2018.0,361.0,3.0,28.0,0.0,132.0,0.0,0.0,0.0,0.0,1.0,1.0,27.06091718,0.0,0.0,11.0,6.0,89.0,55.0,43.0,14.0,14.0,6.0,9.0,30.7515400411,0.0,0.0,7.0,5.0,93.0,53.0,39.0,20.0,14.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0
Denis Kudla,Taylor Harry Fritz,2018.0,361.0,3.0,32.0,0.0,144.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0260095825,0.0,0.0,22.0,4.0,123.0,72.0,57.0,27.0,17.0,9.0,10.0,20.829568788499998,0.0,0.0,8.0,4.0,117.0,73.0,58.0,26.0,17.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0
Ilya Ivashka,Hubert Hurkacz,2018.0,361.0,3.0,28.0,0.0,138.0,0.0,0.0,0.0,0.0,1.0,1.0,24.5612594114,0.0,0.0,2.0,7.0,110.0,64.0,48.0,31.0,15.0,6.0,6.0,21.5386721424,0.0,0.0,9.0,3.0,99.0,67.0,49.0,14.0,14.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0
Yasutaka Uchiyama,Kyle Edmund,2018.0,361.0,3.0,32.0,0.0,93.0,0.0,0.0,0.0,0.0,1.0,1.0,25.158110883000003,0.0,0.0,15.0,0.0,75.0,48.0,41.0,14.0,11.0,3.0,3.0,23.633127994499997,0.0,0.0,7.0,1.0,75.0,50.0,35.0,14.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
Jaume Munar,Radu Albot,2018.0,361.0,3.0,28.0,0.0,103.0,0.0,0.0,0.0,0.0,1.0,1.0,21.368925393599998,0.0,0.0,1.0,4.0,68.0,42.0,26.0,13.0,10.0,5.0,8.0,28.848733744,0.0,0.0,4.0,1.0,78.0,58.0,39.0,10.0,10.0,9.0,10.0,1.0,0.0,0.0,0.0,1.0
Simone Bolelli,Denis Istomin,2018.0,361.0,3.0,28.0,0.0,82.0,0.0,0.0,0.0,0.0,1.0,1.0,32.7693360712,0.0,0.0,3.0,1.0,61.0,43.0,31.0,11.0,10.0,3.0,4.0,32.027378507899996,0.0,0.0,7.0,2.0,54.0,35.0,23.0,12.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0
Yoshihito Nishioka,Christian Garin,2018.0,361.0,3.0,28.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,1.0,22.9158110883,0.0,0.0,2.0,0.0,58.0,41.0,28.0,12.0,11.0,1.0,3.0,22.0889801506,0.0,0.0,9.0,0.0,66.0,40.0,24.0,13.0,10.0,5.0,9.0,1.0,0.0,0.0,0.0,1.0
Thanasi Kokkinakis,Christian Garin,2018.0,361.0,3.0,32.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,1.0,22.302532512,0.0,0.0,5.0,6.0,59.0,33.0,22.0,11.0,9.0,1.0,4.0,22.0889801506,0.0,0.0,12.0,1.0,48.0,31.0,28.0,10.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0
Felix Auger Aliassime,Gianluigi Quinzi,2018.0,361.0,3.0,28.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0506502396,0.0,0.0,10.0,4.0,82.0,58.0,43.0,12.0,11.0,5.0,5.0,21.1882272416,0.0,0.0,1.0,0.0,56.0,36.0,22.0,14.0,10.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0
Felix Auger Aliassime,Marcelo Arevalo,2018.0,361.0,3.0,28.0,0.0,115.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0506502396,0.0,0.0,15.0,2.0,75.0,54.0,38.0,14.0,12.0,1.0,2.0,27.783709787800003,0.0,0.0,7.0,4.0,92.0,53.0,35.0,15.0,12.0,7.0,11.0,1.0,0.0,0.0,0.0,1.0
Marton Fucsovics,James Duckworth,2018.0,361.0,3.0,28.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,26.606433949299998,0.0,0.0,2.0,4.0,76.0,43.0,32.0,19.0,14.0,0.0,2.0,26.598220397,0.0,0.0,6.0,2.0,91.0,55.0,41.0,17.0,14.0,6.0,9.0,1.0,0.0,0.0,0.0,1.0
Andy Murray,James Duckworth,2018.0,361.0,3.0,32.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,1.0,31.285420944600002,0.0,0.0,8.0,2.0,56.0,34.0,23.0,9.0,9.0,1.0,4.0,26.598220397,0.0,0.0,6.0,4.0,66.0,39.0,28.0,16.0,10.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0
Andrey Rublev,Guido Pella,2018.0,361.0,3.0,28.0,0.0,146.0,0.0,0.0,0.0,0.0,1.0,0.0,20.9089664613,0.0,0.0,2.0,11.0,117.0,76.0,55.0,14.0,15.0,7.0,11.0,28.336755646799997,0.0,0.0,3.0,0.0,101.0,74.0,44.0,12.0,15.0,6.0,11.0,1.0,0.0,0.0,0.0,1.0
Peter Gojowczyk,Matteo Berrettini,2018.0,361.0,3.0,28.0,0.0,52.0,0.0,0.0,0.0,0.0,1.0,1.0,29.1745379877,0.0,0.0,2.0,0.0,38.0,22.0,19.0,13.0,8.0,0.0,0.0,22.431211499,0.0,0.0,3.0,2.0,50.0,30.0,17.0,8.0,8.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0
Guillermo Garcia Lopez,Alex Bolt,2018.0,361.0,3.0,28.0,0.0,92.0,0.0,0.0,0.0,0.0,1.0,0.0,35.2881587953,0.0,0.0,4.0,3.0,77.0,44.0,30.0,19.0,11.0,3.0,5.0,25.563312799499997,0.0,0.0,4.0,0.0,69.0,49.0,35.0,6.0,10.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0
Jordan Thompson,Alex Bolt,2018.0,361.0,3.0,32.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,24.3531827515,0.0,0.0,1.0,3.0,64.0,33.0,17.0,12.0,7.0,8.0,13.0,25.563312799499997,0.0,0.0,1.0,2.0,42.0,29.0,23.0,7.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Alex De Minaur,Alexei Popyrin,2018.0,361.0,3.0,32.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,19.523613963,0.0,0.0,5.0,5.0,49.0,31.0,18.0,4.0,8.0,4.0,9.0,18.4476386037,0.0,0.0,1.0,2.0,43.0,28.0,25.0,6.0,8.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0
Martin Klizan,Alexei Popyrin,2018.0,361.0,3.0,28.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,1.0,29.1854893908,0.0,0.0,3.0,2.0,114.0,61.0,48.0,28.0,17.0,3.0,5.0,18.4476386037,0.0,0.0,5.0,1.0,111.0,70.0,52.0,26.0,17.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0
Jeremy Chardy,Nick Kyrgios,2018.0,361.0,3.0,32.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,1.0,31.537303216999998,0.0,0.0,13.0,6.0,80.0,59.0,48.0,10.0,14.0,2.0,5.0,23.3347022587,0.0,0.0,17.0,5.0,84.0,58.0,50.0,17.0,15.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0
Milos Raonic,Miomir Kecmanovic,2018.0,361.0,3.0,32.0,0.0,82.0,0.0,0.0,0.0,0.0,1.0,1.0,27.665982204000002,0.0,0.0,3.0,0.0,71.0,44.0,28.0,18.0,10.0,2.0,3.0,18.6064339493,0.0,0.0,21.0,3.0,62.0,46.0,40.0,10.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Yasutaka Uchiyama,Ugo Humbert,2018.0,361.0,3.0,32.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,25.158110883000003,0.0,0.0,12.0,0.0,58.0,43.0,39.0,10.0,11.0,0.0,0.0,20.2272416153,0.0,0.0,6.0,4.0,75.0,45.0,35.0,14.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
John Millman,Tennys Sandgren,2018.0,361.0,3.0,32.0,0.0,153.0,0.0,0.0,0.0,0.0,1.0,1.0,29.2019164956,0.0,0.0,8.0,2.0,98.0,68.0,49.0,15.0,15.0,3.0,5.0,27.099247091,0.0,0.0,12.0,4.0,106.0,63.0,44.0,20.0,15.0,13.0,18.0,1.0,0.0,0.0,0.0,1.0
Simone Bolelli,Brayden Schnur,2018.0,361.0,3.0,28.0,0.0,95.0,0.0,0.0,0.0,0.0,1.0,1.0,32.7693360712,0.0,0.0,9.0,5.0,71.0,44.0,30.0,15.0,10.0,2.0,3.0,23.129363449699998,0.0,0.0,2.0,0.0,65.0,40.0,30.0,19.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Guido Pella,Mirza Basic,2018.0,361.0,3.0,28.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0,28.336755646799997,0.0,0.0,7.0,1.0,54.0,44.0,34.0,6.0,9.0,2.0,2.0,27.1841204654,0.0,0.0,3.0,1.0,48.0,34.0,23.0,6.0,8.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0
Jeremy Chardy,Yasutaka Uchiyama,2018.0,361.0,3.0,32.0,0.0,127.0,0.0,0.0,0.0,0.0,1.0,1.0,31.537303216999998,0.0,0.0,10.0,8.0,94.0,58.0,44.0,18.0,16.0,4.0,8.0,25.158110883000003,0.0,0.0,12.0,6.0,90.0,54.0,40.0,18.0,15.0,6.0,9.0,1.0,0.0,0.0,0.0,1.0
Steve Darcis,Roberto Carballes Baena,2018.0,361.0,3.0,28.0,0.0,93.0,0.0,0.0,0.0,0.0,1.0,1.0,33.5934291581,0.0,0.0,3.0,6.0,56.0,32.0,22.0,8.0,9.0,1.0,5.0,25.4291581109,0.0,0.0,6.0,2.0,66.0,39.0,25.0,16.0,10.0,5.0,7.0,1.0,0.0,0.0,0.0,1.0
Mirza Basic,Feliciano Lopez,2018.0,361.0,3.0,28.0,0.0,85.0,0.0,0.0,0.0,0.0,1.0,0.0,27.1841204654,0.0,0.0,8.0,1.0,71.0,46.0,33.0,17.0,11.0,3.0,3.0,36.933607118400005,0.0,0.0,13.0,4.0,71.0,38.0,31.0,16.0,11.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0
Diego Sebastian Schwartzman,Guillermo Garcia Lopez,2018.0,361.0,3.0,28.0,0.0,69.0,0.0,0.0,0.0,0.0,1.0,1.0,26.028747433299998,0.0,0.0,1.0,3.0,44.0,22.0,18.0,14.0,8.0,0.0,1.0,35.2881587953,0.0,0.0,2.0,3.0,57.0,37.0,19.0,9.0,9.0,7.0,12.0,1.0,0.0,0.0,0.0,1.0
Feliciano Lopez,Guillermo Garcia Lopez,2018.0,361.0,3.0,28.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,1.0,36.933607118400005,0.0,0.0,23.0,4.0,113.0,67.0,51.0,26.0,17.0,12.0,13.0,35.2881587953,0.0,0.0,9.0,2.0,111.0,66.0,46.0,29.0,17.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0
Diego Sebastian Schwartzman,Yoshihito Nishioka,2018.0,361.0,3.0,28.0,0.0,108.0,0.0,0.0,0.0,0.0,1.0,0.0,26.028747433299998,0.0,0.0,7.0,1.0,75.0,46.0,38.0,17.0,14.0,0.0,2.0,22.9158110883,0.0,0.0,5.0,0.0,87.0,64.0,42.0,11.0,14.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0
Grigor Dimitrov,Yoshihito Nishioka,2018.0,361.0,3.0,32.0,0.0,79.0,0.0,0.0,0.0,0.0,1.0,0.0,27.282683093800003,0.0,0.0,9.0,6.0,76.0,43.0,37.0,12.0,10.0,6.0,7.0,22.9158110883,0.0,0.0,1.0,1.0,47.0,33.0,21.0,7.0,9.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0
Gilles Simon,John Millman,2018.0,361.0,3.0,28.0,0.0,162.0,0.0,0.0,0.0,0.0,1.0,1.0,33.7221081451,0.0,0.0,5.0,0.0,119.0,78.0,49.0,22.0,17.0,8.0,12.0,29.2019164956,0.0,0.0,2.0,1.0,90.0,60.0,42.0,17.0,16.0,5.0,9.0,1.0,0.0,0.0,0.0,1.0
Grigor Dimitrov,John Millman,2018.0,361.0,3.0,32.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,1.0,27.282683093800003,0.0,0.0,6.0,2.0,63.0,35.0,27.0,13.0,10.0,2.0,4.0,29.2019164956,0.0,0.0,1.0,1.0,55.0,37.0,18.0,10.0,9.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0
Aljaz Bedene,Malek Jaziri,2018.0,361.0,3.0,28.0,0.0,84.0,0.0,0.0,0.0,0.0,1.0,1.0,29.1663244353,0.0,0.0,9.0,0.0,50.0,29.0,25.0,9.0,9.0,2.0,4.0,34.6009582478,0.0,0.0,2.0,5.0,74.0,47.0,27.0,8.0,10.0,5.0,11.0,1.0,0.0,0.0,0.0,1.0
Sam Querrey,Malek Jaziri,2018.0,361.0,3.0,28.0,0.0,51.0,0.0,0.0,0.0,0.0,1.0,1.0,30.8884325804,0.0,0.0,0.0,6.0,46.0,25.0,14.0,8.0,6.0,8.0,12.0,34.6009582478,0.0,0.0,8.0,1.0,26.0,17.0,17.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
